ODESSA,WICHITAFALLS,SILVER,GRAHAM,GRANBURY,PALOPINTO,ODESSA_2,MONAHANS,ODESSA_3,MONAHANS_4,SAVOY,SHERMAN,PARIS,GREENVILLE,MTENTERPRISE,MOUNTPLEASANT,DENTON,PARIS_5,BASTROP,CEDARCREEK,MISSION,CHRISTINE,FANNIN,NURSERY,VICTORIA,POINTCOMFORT,WHARTON,LAREDO,SANTAROSA,BROWNSVILLE,BISHOP,GREGORY,CORPUSCHRISTI,CORPUSCHRISTI_6,PEARSALL,ALEDO,DALLAS,ENNIS,DALLAS_7,GRAHAM_8,POOLVILLE,BRIDGEPORT,ARLINGTON,MCKINNEY,MIDLOTHIAN,IRVING,LEWSIVILLE,TEMPLE,RIESEL,FRANKLIN,BREMOND,MCKINNEY_9,GRANBURY_10,DALLAS_11,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_12,SEGUIN,ELMENDORF,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_13,BAYTOWN,FREEPORT,ALVIN,HOUSTON_14,LAPORTE,PASADENA_15,HOUSTON_16,HOUSTON_17,HOUSTON_18,WILLIS,SHIRO,BAYTOWN_19,NEWGULF,THOMPSONS,CHANNELVIEW_20,LAPORTE_21,FREEPORT_22,FAIRFIELD,JEWETT,FAIRFIELD_23,JACKSONVILLE,TRINIDAD,BRYAN
2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,1.903454545,2.33
2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,1.903454545,1.903454545,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,1.903454545,1.903454545,2.3
2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,1.903454545,1.903454545,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,1.903454545,1.903454545,1.903454545,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,1.903454545,1.903454545,1.903454545,2.29
2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,1.903454545,1.903454545,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,1.903454545,1.903454545,1.903454545,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,1.903454545,1.903454545,1.903454545,2.315
2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,1.903454545,1.903454545,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,1.903454545,1.903454545,2.34
2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,1.903454545,1.903454545,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,1.903454545,1.903454545,1.903454545,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,1.903454545,1.903454545,1.903454545,2.365
2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,1.903454545,2.39
2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,1.903454545,2.39
2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,1.903454545,1.903454545,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,1.903454545,1.903454545,1.903454545,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,1.903454545,1.903454545,1.903454545,2.41
2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,1.903454545,1.903454545,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,1.903454545,1.903454545,1.903454545,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,1.903454545,1.903454545,1.903454545,2.49
2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,1.903454545,2.54
2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,1.903454545,2.54
2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,1.903454545,2.536666667
2.5333333330000003,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,2.5333333330000003,2.5333333330000003,1.903454545,1.903454545,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,2.5333333330000003,1.903454545,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,2.5333333330000003,1.903454545,1.903454545,1.903454545,1.903454545,2.5333333330000003
2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,1.903454545,2.53
2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,1.903454545,2.53
2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,1.903454545,1.903454545,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,1.903454545,1.903454545,1.903454545,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,1.903454545,1.903454545,1.903454545,2.44
2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,1.903454545,1.903454545,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,1.903454545,1.903454545,1.903454545,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,1.903454545,1.903454545,1.903454545,2.38
2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,1.903454545,1.903454545,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,1.903454545,1.903454545,2.3
2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,1.903454545,1.903454545,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,1.903454545,1.903454545,1.903454545,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,1.903454545,1.903454545,1.903454545,2.31
2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,1.903454545,1.903454545,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,1.903454545,1.903454545,1.903454545,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,1.903454545,1.903454545,1.903454545,2.32
2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,1.903454545,2.33
2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,1.903454545,1.903454545,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,1.903454545,1.903454545,2.34
2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,1.903454545,2.33
2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,1.903454545,1.903454545,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,1.903454545,1.903454545,1.903454545,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,1.903454545,1.903454545,1.903454545,2.26
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545,2.23
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545,2.23
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545,2.23
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545,2.23
2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,1.903454545,1.903454545,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,1.903454545,1.903454545,1.903454545,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,1.903454545,1.903454545,1.903454545,2.22
2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,1.903454545,1.903454545,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,1.903454545,1.903454545,1.903454545,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,1.903454545,1.903454545,1.903454545,2.28
2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,1.94985,1.94985,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,1.94985,1.94985,1.94985,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,1.94985,1.94985,1.94985,2.36
