ODESSA,WICHITAFALLS,SILVER,GRAHAM,GRANBURY,PALOPINTO,ODESSA_2,MONAHANS,ODESSA_3,MONAHANS_4,SAVOY,SHERMAN,PARIS,GREENVILLE,MTENTERPRISE,MOUNTPLEASANT,DENTON,PARIS_5,BASTROP,CEDARCREEK,MISSION,CHRISTINE,FANNIN,NURSERY,VICTORIA,POINTCOMFORT,WHARTON,LAREDO,SANTAROSA,BROWNSVILLE,BISHOP,GREGORY,CORPUSCHRISTI,CORPUSCHRISTI_6,PEARSALL,ALEDO,DALLAS,ENNIS,DALLAS_7,GRAHAM_8,POOLVILLE,BRIDGEPORT,ARLINGTON,MCKINNEY,MIDLOTHIAN,IRVING,LEWSIVILLE,TEMPLE,RIESEL,FRANKLIN,BREMOND,MCKINNEY_9,GRANBURY_10,DALLAS_11,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_12,SEGUIN,ELMENDORF,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_13,BAYTOWN,FREEPORT,ALVIN,HOUSTON_14,LAPORTE,PASADENA_15,HOUSTON_16,HOUSTON_17,HOUSTON_18,WILLIS,SHIRO,BAYTOWN_19,NEWGULF,THOMPSONS,CHANNELVIEW_20,LAPORTE_21,FREEPORT_22,FAIRFIELD,JEWETT,FAIRFIELD_23,JACKSONVILLE,TRINIDAD,BRYAN
2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,2.5575,1.893190476,1.893190476,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,2.5575,1.893190476,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,2.5575,1.893190476,1.893190476,1.893190476,1.893190476,2.5575
2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,1.893190476,1.893190476,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,2.575,1.893190476,1.893190476,1.893190476,2.575,2.575,2.575,2.575,2.575,1.893190476,2.575,1.893190476,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,2.575,1.893190476,1.893190476,1.893190476,1.893190476,2.575
2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,2.5925,1.893190476,1.893190476,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,2.5925,1.893190476,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,2.5925,1.893190476,1.893190476,1.893190476,1.893190476,2.5925
2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,1.893190476,1.893190476,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,2.61,1.893190476,1.893190476,1.893190476,2.61,2.61,2.61,2.61,2.61,1.893190476,2.61,1.893190476,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.893190476,1.893190476,1.893190476,1.893190476,2.61
2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,1.893190476,2.53
2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,2.53,1.893190476,1.893190476,1.893190476,2.53,2.53,2.53,2.53,2.53,1.893190476,2.53,1.893190476,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.893190476,1.893190476,1.893190476,1.893190476,2.53
2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,2.54,1.893190476,1.893190476,1.893190476,2.54,2.54,2.54,2.54,2.54,1.893190476,2.54,1.893190476,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.893190476,1.893190476,1.893190476,1.893190476,2.54
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,2.58,1.893190476,1.893190476,1.893190476,2.58,2.58,2.58,2.58,2.58,1.893190476,2.58,1.893190476,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,2.58,1.893190476,1.893190476,1.893190476,1.893190476,2.58
2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,1.893190476,1.893190476,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,2.59,1.893190476,1.893190476,1.893190476,2.59,2.59,2.59,2.59,2.59,1.893190476,2.59,1.893190476,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.893190476,1.893190476,1.893190476,1.893190476,2.59
2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,1.902428571,2.59
2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,1.902428571,1.902428571,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,1.902428571,1.902428571,1.902428571,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,1.902428571,1.902428571,1.902428571,2.63
2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,1.902428571,2.59
2.5733333330000003,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,2.5733333330000003,2.5733333330000003,1.902428571,1.902428571,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,2.5733333330000003,1.902428571,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,2.5733333330000003,1.902428571,1.902428571,1.902428571,1.902428571,2.5733333330000003
2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,1.902428571,2.556666667
2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,1.902428571,2.54
2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,1.902428571,2.54
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,1.902428571,2.62
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,1.902428571,2.663333333
2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,1.902428571,2.686666667
2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,1.902428571,1.902428571,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,1.902428571,1.902428571,1.902428571,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,1.902428571,1.902428571,1.902428571,2.71
2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,1.902428571,2.7
2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,1.902428571,2.69
2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,1.902428571,2.62
2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,1.902428571,1.902428571,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,1.902428571,1.902428571,1.902428571,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,1.902428571,1.902428571,1.902428571,2.61
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
