ODESSA_NG,WICHITAFALLS_C,WICHITAFALLS_NG,SILVER_NG,SNYDER_NG,ALEDO_NG,GRAHAM_NG,GRANBURY_NG,PALOPINTO_NG,MONAHANS_NG,IRAAN_NG,ODESSA_NG_2,SAVOY_NG,SHERMAN_NG,PARIS_NG,DENTON_NG,POOLVILLE_NG,BRIDGEPORT_NG,BASTROP_NG,MARION_NG,ROCKDALE_C,AUSTIN_NG,CEDARCREEK_NG,NEWBRAUNFELS_NG,MISSION_NG,LAREDO_NG,CHRISTINE_C,PEARSALL_NG,SANANTONIO_NG,FANNIN_C,NURSERY_NG,VICTORIA_NG,POINTCOMFORT_NG,WHARTON_NG,CORPUSCHRISTI_NG,SANTAROSA_C,BROWNSVILLE_NG,BISHOP_NG,GREGORY_NG,CORPUSCHRISTI_NG_3,DALLAS_NG,ENNIS_NG,MIDLOTHIAN_NG,GREENVILLE_NG,MCKINNEY_NG,MTENTERPRISE_NG,MOUNTPLEASANT_C,ARLINGTON_NG,IRVING_C,DALLAS_NG_4,TEMPLE_NG,RIESEL_C,FRANKLIN_C,BREMOND_C,LEWSIVILLE_NG,LAGRANGE_C,WINCHESTER_NG,SANANTONIO_NG_5,SEGUIN_NG,ELMENDORF_NG,PASADENA_NG,BAYTOWN_NG,DEERPARK_NG,LAPORTE_NG,HOUSTON_NG,MONTBELVIEU_NG,FREEPORT_NG,PASADENA_C,CHANNELVIEW_NG,ALVIN_NG,HOUSTON_NG_6,LAPORTE_NG_7,HOUSTON_NG_8,HOUSTON_NG_9,WILLIS_NG,SHIRO_NG,BRYAN_NG,BAYTOWN_NG_10,PASADENA_NG_11,NEWGULF_NG,THOMPSONS_NG,FAIRFIELD_NG,FAIRFIELD_C,JEWETT_C,JACKSONVILLE_C,TRINIDAD_C
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571
2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,1.902428571,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,1.902428571
2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,1.902428571,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,1.902428571
2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,1.902428571,2.71,2.71,1.902428571,1.902428571,1.902428571,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,1.902428571,1.902428571,1.902428571
2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,1.902428571,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,1.902428571
2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,1.902428571,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,1.902428571
2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,1.902428571
2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,1.902428571,2.61,2.61,1.902428571,1.902428571,1.902428571,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,1.902428571,1.902428571,1.902428571
2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,1.902428571
2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,1.902428571,2.67,2.67,1.902428571,1.902428571,1.902428571,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,1.902428571,1.902428571,1.902428571
2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,1.902428571,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,1.902428571
2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,1.902428571,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,1.902428571
2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,1.902428571,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,1.902428571
2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,1.902428571,2.56,2.56,1.902428571,1.902428571,1.902428571,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,1.902428571,1.902428571,1.902428571
2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,1.902428571,2.6,2.6,1.902428571,1.902428571,1.902428571,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,1.902428571,1.902428571,1.902428571
2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,1.902428571,2.6125,2.6125,1.902428571,1.902428571,1.902428571,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,1.902428571,1.902428571,1.902428571
2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,1.902428571,2.625,2.625,1.902428571,1.902428571,1.902428571,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,1.902428571,1.902428571,1.902428571
2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,1.902428571,2.6375,2.6375,1.902428571,1.902428571,1.902428571,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,1.902428571,1.902428571,1.902428571
2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,1.902428571,2.65,2.65,1.902428571,1.902428571,1.902428571,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,1.902428571,1.902428571,1.902428571
2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,1.902428571,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,1.902428571
2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,1.902428571,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,1.902428571
2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,1.902428571
2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,1.914052632,2.56,2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.914052632,2.56,1.914052632,2.56,2.56,1.914052632,1.914052632,1.914052632,2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.914052632,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.914052632,1.914052632,1.914052632,1.914052632
2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,1.914052632,2.53,2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.914052632,2.53,1.914052632,2.53,2.53,1.914052632,1.914052632,1.914052632,2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.914052632,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.914052632,1.914052632,1.914052632,1.914052632
2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,1.914052632,2.5,2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.914052632,2.5,1.914052632,2.5,2.5,1.914052632,1.914052632,1.914052632,2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.914052632,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.914052632,1.914052632,1.914052632,1.914052632
2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,1.914052632,2.45,2.45,1.914052632,1.914052632,1.914052632,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,1.914052632,1.914052632,1.914052632
2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,1.914052632,2.45,2.45,1.914052632,1.914052632,1.914052632,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,1.914052632,1.914052632,1.914052632,1.914052632
2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,1.914052632,2.4,2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.914052632,2.4,1.914052632,2.4,2.4,1.914052632,1.914052632,1.914052632,2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.914052632,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,1.914052632,1.914052632,1.914052632,1.914052632
2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,1.914052632,2.43,2.43,1.914052632,1.914052632,1.914052632,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,1.914052632,1.914052632,1.914052632
2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,2.426666667,2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,2.426666667,1.914052632,2.426666667,2.426666667,1.914052632,1.914052632,1.914052632,2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,2.426666667,1.914052632,1.914052632,1.914052632,1.914052632
2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,2.423333333,2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,2.423333333,1.914052632,2.423333333,2.423333333,1.914052632,1.914052632,1.914052632,2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,2.423333333,1.914052632,1.914052632,1.914052632,1.914052632
2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,1.914052632,2.42,2.42,1.914052632,1.914052632,1.914052632,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,1.914052632,1.914052632,1.914052632
