ODESSA_NG,WICHITAFALLS_C,WICHITAFALLS_NG,SILVER_NG,SNYDER_NG,ALEDO_NG,GRAHAM_NG,GRANBURY_NG,PALOPINTO_NG,MONAHANS_NG,IRAAN_NG,ODESSA_NG_2,SAVOY_NG,SHERMAN_NG,PARIS_NG,DENTON_NG,POOLVILLE_NG,BRIDGEPORT_NG,BASTROP_NG,MARION_NG,ROCKDALE_C,AUSTIN_NG,CEDARCREEK_NG,NEWBRAUNFELS_NG,MISSION_NG,LAREDO_NG,CHRISTINE_C,PEARSALL_NG,SANANTONIO_NG,FANNIN_C,NURSERY_NG,VICTORIA_NG,POINTCOMFORT_NG,WHARTON_NG,CORPUSCHRISTI_NG,SANTAROSA_C,BROWNSVILLE_NG,BISHOP_NG,GREGORY_NG,CORPUSCHRISTI_NG_3,DALLAS_NG,ENNIS_NG,MIDLOTHIAN_NG,GREENVILLE_NG,MCKINNEY_NG,MTENTERPRISE_NG,MOUNTPLEASANT_C,ARLINGTON_NG,IRVING_C,DALLAS_NG_4,TEMPLE_NG,RIESEL_C,FRANKLIN_C,BREMOND_C,LEWSIVILLE_NG,LAGRANGE_C,WINCHESTER_NG,SANANTONIO_NG_5,SEGUIN_NG,ELMENDORF_NG,PASADENA_NG,BAYTOWN_NG,DEERPARK_NG,LAPORTE_NG,HOUSTON_NG,MONTBELVIEU_NG,FREEPORT_NG,PASADENA_C,CHANNELVIEW_NG,ALVIN_NG,HOUSTON_NG_6,LAPORTE_NG_7,HOUSTON_NG_8,HOUSTON_NG_9,WILLIS_NG,SHIRO_NG,BRYAN_NG,BAYTOWN_NG_10,PASADENA_NG_11,NEWGULF_NG,THOMPSONS_NG,FAIRFIELD_NG,FAIRFIELD_C,JEWETT_C,JACKSONVILLE_C,TRINIDAD_C
2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,1.903454545,2.365,2.365,1.903454545,1.903454545,1.903454545,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,1.903454545,1.903454545,1.903454545
2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,1.903454545
2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,1.903454545
2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,1.903454545,2.41,2.41,1.903454545,1.903454545,1.903454545,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,1.903454545,1.903454545,1.903454545
2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,1.903454545,2.49,2.49,1.903454545,1.903454545,1.903454545,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,1.903454545,1.903454545,1.903454545
2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,1.903454545
2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,1.903454545
2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,1.903454545,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,1.903454545
2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,1.903454545,2.533333333,2.533333333,1.903454545,1.903454545,1.903454545,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,1.903454545,1.903454545,1.903454545
2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,1.903454545,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,1.903454545
2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,1.903454545,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,1.903454545
2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,1.903454545,2.44,2.44,1.903454545,1.903454545,1.903454545,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,1.903454545,1.903454545,1.903454545,1.903454545
2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,1.903454545,2.38,2.38,1.903454545,1.903454545,1.903454545,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.903454545,1.903454545,1.903454545,1.903454545
2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,1.903454545,2.3,2.3,1.903454545,1.903454545,1.903454545,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,1.903454545,1.903454545
2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,1.903454545,2.31,2.31,1.903454545,1.903454545,1.903454545,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.903454545,1.903454545,1.903454545,1.903454545
2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,1.903454545,2.32,2.32,1.903454545,1.903454545,1.903454545,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.903454545,1.903454545,1.903454545,1.903454545
2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,1.903454545
2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,1.903454545,2.34,2.34,1.903454545,1.903454545,1.903454545,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,1.903454545,1.903454545
2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,1.903454545
2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,1.903454545,2.26,2.26,1.903454545,1.903454545,1.903454545,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,1.903454545,1.903454545,1.903454545,1.903454545
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545
2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,1.903454545,2.23,2.23,1.903454545,1.903454545,1.903454545,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,1.903454545,1.903454545,1.903454545,1.903454545
2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,1.903454545,2.22,2.22,1.903454545,1.903454545,1.903454545,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,1.903454545,1.903454545,1.903454545,1.903454545
2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,1.903454545,2.28,2.28,1.903454545,1.903454545,1.903454545,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,1.903454545,1.903454545,1.903454545,1.903454545
2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,1.94985,2.36,2.36,1.94985,1.94985,1.94985,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.94985,1.94985,1.94985,1.94985
2.12,1.94985,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,1.94985,2.12,2.12,2.12,2.12,2.12,1.94985,2.12,2.12,1.94985,2.12,2.12,2.12,2.12,2.12,1.94985,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,1.94985,2.12,1.94985,2.12,2.12,1.94985,1.94985,1.94985,2.12,1.94985,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,1.94985,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,2.12,1.94985,1.94985,1.94985,1.94985
2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,2.086666667,2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,2.086666667,1.94985,2.086666667,2.086666667,1.94985,1.94985,1.94985,2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,2.086666667,1.94985,1.94985,1.94985,1.94985
2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,2.053333333,2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,2.053333333,1.94985,2.053333333,2.053333333,1.94985,1.94985,1.94985,2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,2.053333333,1.94985,1.94985,1.94985,1.94985
2.02,1.94985,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,1.94985,2.02,2.02,2.02,2.02,2.02,1.94985,2.02,2.02,1.94985,2.02,2.02,2.02,2.02,2.02,1.94985,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,1.94985,2.02,1.94985,2.02,2.02,1.94985,1.94985,1.94985,2.02,1.94985,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,1.94985,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,1.94985,1.94985,1.94985,1.94985
2.15,1.94985,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,1.94985,2.15,2.15,2.15,2.15,2.15,1.94985,2.15,2.15,1.94985,2.15,2.15,2.15,2.15,2.15,1.94985,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,1.94985,2.15,1.94985,2.15,2.15,1.94985,1.94985,1.94985,2.15,1.94985,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,1.94985,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,1.94985,1.94985,1.94985,1.94985
2.18,1.94985,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1.94985,2.18,2.18,2.18,2.18,2.18,1.94985,2.18,2.18,1.94985,2.18,2.18,2.18,2.18,2.18,1.94985,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1.94985,2.18,1.94985,2.18,2.18,1.94985,1.94985,1.94985,2.18,1.94985,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1.94985,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1.94985,1.94985,1.94985,1.94985
