name,typ,node,maxcap,marginal_cost,mincap,var_om,no_load,st_cost,ramp,minup,mindn
CORPUSCHRISTI,ngcc,bus_4071,730.2,18.15,219.06,3,2190.6000000000004,51114.0,730.2,4,4
SANTAROSA,coal,bus_4071,200.5,17.22666666666667,60.14999999999999,4,601.5,14035.0,66.165,12,12
BROWNSVILLE,ngcc,bus_4071,1522.71,17.535999999999998,456.81,3,4568.13,106589.7,1522.71,4,4
BISHOP,ngcc,bus_4017,44.2,16.81,13.26,3,132.60000000000002,3094.0,44.2,4,4
GREGORY,ngcc,bus_4017,948.99,17.575,284.7,3,2846.9700000000003,66429.3,948.99,4,4
CORPUSCHRISTI_9,ngcc,bus_4017,1001.31,17.633333333333336,300.38999999999993,3,3003.93,70091.7,1001.31,4,4
DALLAS,ngcc,bus_5385,1861.42,16.585,558.4200000000002,3,5584.26,130299.40000000001,1861.42,4,4
ENNIS,ngcc,bus_5385,418.0,16.44,125.4,3,1254.0,29260.0,418.0,4,4
MIDLOTHIAN,ngcc,bus_5385,2016.6,20.027500000000003,604.98,3,6049.799999999999,141162.0,2016.6,4,4
GREENVILLE,ngcc,bus_5103,84.7,17.15,25.41,3,254.10000000000002,5929.0,84.7,4,4
MCKINNEY,ngcc,bus_5103,1358.4,17.89,407.53,3,4075.2000000000003,95088.0,1358.4,4,4
MTENTERPRISE,ngcc,bus_5103,939.6,16.6,281.88,3,2818.8,65772.0,939.6,4,4
MOUNTPLEASANT,coal,bus_5103,1980.0,18.36,594.0,4,5940.0,138600.0,653.4,12,12
ARLINGTON,ngcc,bus_5323,1327.21,17.654,398.16,3,3981.63,92904.7,1327.21,4,4
IRVING,coal,bus_5323,16.5,17.985,4.95,4,49.5,1155.0,5.445,12,12
DALLAS_10,ngcc,bus_5323,852.21,16.9,255.66,3,2556.63,59654.700000000004,852.21,4,4
TEMPLE,ngcc,bus_5011,803.19,20.14,240.96,3,2409.57,56223.3,803.19,4,4
RIESEL,coal,bus_5011,1008.0,21.25,302.4,4,3024.0,70560.0,332.64000000000004,12,12
FRANKLIN,coal,bus_5011,1795.4,20.96,538.62,4,5386.200000000001,125678.0,592.4820000000001,12,12
BREMOND,coal,bus_5011,349.2,19.12,104.76,4,1047.6,24444.0,115.236,12,12
LEWSIVILLE,ngcc,bus_5465,15.6,15.99,4.68,3,46.8,1092.0,15.6,4,4
LAGRANGE,coal,bus_6005,1689.9900000000002,18.95,507.0,4,5069.970000000001,118299.30000000002,557.6967000000001,12,12
WINCHESTER,ngcc,bus_6005,242.0,17.103333333333335,72.6,3,726.0,16940.0,242.0,4,4
SANANTONIO_11,ngcc,bus_6147,3276.4,18.775,982.92,3,9829.2,229348.0,3276.4,4,4
SEGUIN,ngcc,bus_6147,940.2,18.14,282.08,3,2820.6000000000004,65814.0,940.2,4,4
ELMENDORF,ngcc,bus_6147,1687.9899999999998,16.68875,506.4,3,5063.969999999999,118159.29999999999,1687.9899999999998,4,4
PASADENA,ngcc,bus_7127,1273.2,16.901428571428575,381.96,3,3819.6000000000004,89124.0,1273.2,4,4
BAYTOWN,ngcc,bus_7127,1091.9,6.540000000000001,327.55000000000007,3,3275.7000000000003,76433.0,1091.9,4,4
DEERPARK,ngcc,bus_7127,1428.0,15.933333333333335,428.4,3,4284.0,99960.0,1428.0,4,4
LAPORTE,ngcc,bus_7127,1459.2,15.85,437.77999999999986,3,4377.6,102144.0,1459.2,4,4
HOUSTON,ngcc,bus_7127,1914.8,15.693124999999998,574.4200000000002,3,5744.4,134036.0,1914.8,4,4
MONTBELVIEU,ngcc,bus_7127,40.7,15.09,12.21,3,122.10000000000001,2849.0,40.7,4,4
FREEPORT,ngcc,bus_7127,1528.74,15.585333333333335,458.63000000000017,3,4586.22,107011.8,1528.74,4,4
CHANNELVIEW,ngcc,bus_7127,1561.92,15.829090909090905,468.58000000000015,3,4685.76,109334.40000000001,1561.92,4,4
ALVIN,ngcc,bus_7127,1508.9,15.799090909090907,452.67,3,4526.700000000001,105623.0,1508.9,4,4
HOUSTON_12,ngcc,bus_7004,4.0,14.99,1.2,3,12.0,280.0,4.0,4,4
LAPORTE_13,ngcc,bus_7004,176.4,15.5,52.92,3,529.2,12348.0,176.4,4,4
HOUSTON_14,ngcc,bus_7248,8.0,14.99,2.4000000000000004,3,24.0,560.0,8.0,4,4
HOUSTON_15,ngcc,bus_7170,1189.91,15.771111111111109,356.98,3,3569.7300000000005,83293.70000000001,1189.91,4,4
WILLIS,ngcc,bus_7170,542.8,18.26,162.84,3,1628.3999999999999,37996.0,542.8,4,4
SHIRO,ngcc,bus_7170,939.72,19.9,281.92,3,2819.16,65780.40000000001,939.72,4,4
BRYAN,ngcc,bus_7170,225.2,18.72,67.56,3,675.5999999999999,15764.0,225.2,4,4
BAYTOWN_16,ngcc,bus_7208,2069.5,17.06,620.8499999999998,3,6208.5,144865.0,2069.5,4,4
PASADENA_17,ngcc,bus_7208,757.8,15.888,227.33,3,2273.3999999999996,53046.0,757.8,4,4
NEWGULF,ngcc,bus_7069,101.9,17.2,30.57,3,305.70000000000005,7133.0,101.9,4,4
THOMPSONS,ngcc,bus_7353,4786.719999999998,17.2,1435.76,3,14360.159999999996,335070.3999999999,4786.719999999998,4,4
FAIRFIELD,ngcc,bus_8060,2222.82,19.6275,666.84,3,6668.460000000001,155597.40000000002,2222.82,4,4
JEWETT,coal,bus_8060,1849.8,21.03,554.94,4,5549.4,129486.0,610.434,12,12
JACKSONVILLE,coal,bus_8060,713.4,22.55,214.02,4,2140.2,49938.0,235.422,12,12
TRINIDAD,coal,bus_8060,243.3,22.200000000000006,72.99000000000002,4,729.9000000000001,17031.0,80.289,12,12
bus_1001_WIND,wind,bus_1001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_2008_WIND,wind,bus_2008,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_3006_WIND,wind,bus_3006,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4002_WIND,wind,bus_4002,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4017_WIND,wind,bus_4017,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4040_WIND,wind,bus_4040,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4071_WIND,wind,bus_4071,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5005_WIND,wind,bus_5005,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5007_WIND,wind,bus_5007,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_5262_WIND,wind,bus_5262,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_1001_SOLAR,solar,bus_1001,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4002_SOLAR,solar,bus_4002,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_6018_SOLAR,solar,bus_6018,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7098_SOLAR,solar,bus_7098,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7127_SOLAR,solar,bus_7127,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_7170_SOLAR,solar,bus_7170,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_8060_SOLAR,solar,bus_8060,100000.0,0.0,0.0,0,0.0,0.0,0.0,0,0
bus_4002_HYDRO,hydro,bus_4002,75.6,0.0,0.0,1,1.0,1.0,75.6,0,0
bus_4040_HYDRO,hydro,bus_4040,31.5,0.0,0.0,1,1.0,1.0,31.5,0,0
bus_5084_HYDRO,hydro,bus_5084,101.6,0.0,0.0,1,1.0,1.0,101.6,0,0
bus_5323_HYDRO,hydro,bus_5323,1.3,0.0,0.0,1,1.0,1.0,1.3,0,0
bus_5385_HYDRO,hydro,bus_5385,41.8,0.0,0.0,1,1.0,1.0,41.8,0,0
bus_5465_HYDRO,hydro,bus_5465,2.8,0.0,0.0,1,1.0,1.0,2.8,0,0
bus_6018_HYDRO,hydro,bus_6018,299.1,0.0,0.0,1,1.0,1.0,299.1,0,0
bus_6147_HYDRO,hydro,bus_6147,10.0,0.0,0.0,1,1.0,1.0,10.0,0,0
bus_7098_HYDRO,hydro,bus_7098,2.4,0.0,0.0,1,1.0,1.0,2.4,0,0
