,Settlement Point Price
8129,25.8
8130,22.12
8131,19.74
8132,19.36
8133,17.03
8134,16.11
8135,13.91
8136,10.59
8137,9.27
8138,8.95
8139,11.99
8140,13.96
8141,16.69
8142,18.33
8143,18.47
8144,18.56
8145,18.96
8146,19.15
8147,20.74
8148,22.46
8149,23.29
8150,22.92
8151,22.16
8152,28.61
8153,45.75
8154,39.0
8155,27.47
8156,21.91
8157,22.55
8158,21.71
8159,19.25
8160,18.11
8161,16.79
8162,17.04
8163,16.89
8164,17.32
8165,18.15
8166,23.99
8167,26.96
8168,35.25
8169,34.79
8170,27.65
8171,24.06
8172,20.68
8173,19.22
8174,19.32
8175,18.37
8176,18.49
8177,23.15
8178,19.18
8179,18.13
8180,17.57
8181,15.48
8182,13.05
8183,14.26
8184,9.81
8185,8.01
8186,8.96
8187,10.58
8188,12.15
8189,13.32
8190,15.17
8191,15.0
8192,18.22
8193,18.01
8194,18.34
8195,17.77
8196,17.15
8197,15.45
8198,15.69
8199,15.54
8200,16.86
8201,25.21
8202,19.99
8203,18.59
8204,17.97
8205,16.57
8206,13.62
8207,13.2
8208,7.81
8209,8.53
8210,8.87
8211,10.71
8212,12.6
8213,13.94
8214,16.65
8215,17.76
8216,17.94
8217,19.5
8218,20.65
8219,18.3
8220,20.52
8221,21.02
8222,19.8
8223,18.56
8224,18.99
8225,28.31
8226,21.1
8227,20.14
8228,17.95
8229,19.19
8230,17.53
8231,16.52
8232,15.24
8233,14.04
8234,16.13
8235,16.82
8236,17.73
8237,19.96
8238,28.2
8239,24.41
8240,23.81
8241,23.98
8242,24.9
8243,22.73
8244,21.77
8245,20.04
8246,19.19
8247,20.42
8248,22.25
8249,43.46
8250,41.41
8251,35.79
8252,28.75
8253,24.08
8254,20.92
8255,18.95
8256,16.97
8257,16.05
8258,15.46
8259,15.63
8260,16.74
8261,22.56
8262,51.87
8263,45.12
8264,29.14
8265,21.62
8266,20.65
8267,18.72
8268,16.98
8269,15.79
8270,15.22
8271,14.71
8272,15.29
8273,19.98
8274,22.12
8275,19.66
8276,17.79
8277,15.94
8278,13.95
8279,13.41
8280,13.21
8281,12.8
8282,13.92
8283,14.11
8284,15.33
8285,16.44
8286,29.92
8287,22.64
8288,20.51
8289,22.12
8290,19.85
8291,19.22
8292,18.39
8293,19.22
8294,19.11
8295,18.18
8296,21.76
8297,35.65
8298,31.29
8299,23.8
8300,21.03
8301,18.43
8302,17.97
8303,16.44
8304,16.5
8305,14.5
8306,14.92
8307,14.58
8308,14.39
8309,18.31
8310,26.68
8311,22.54
8312,18.12
8313,18.26
8314,17.35
8315,16.26
8316,16.28
8317,16.12
8318,15.83
8319,16.88
8320,17.8
8321,31.51
8322,32.53
8323,27.03
8324,19.58
8325,18.59
8326,18.97
8327,18.02
8328,15.58
8329,14.25
8330,14.91
8331,14.59
8332,15.6
8333,17.13
8334,19.32
8335,24.38
8336,27.97
8337,23.97
8338,21.04
8339,19.75
8340,17.54
8341,16.71
8342,16.32
8343,15.21
8344,15.78
8345,20.13
8346,19.36
8347,16.76
8348,16.18
8349,15.43
8350,14.72
8351,12.91
8352,13.31
8353,10.59
8354,9.59
8355,9.44
8356,10.67
8357,13.0
8358,15.58
8359,17.03
8360,15.81
8361,17.33
8362,16.79
8363,18.28
8364,17.16
8365,17.26
8366,17.0
8367,17.99
8368,17.56
8369,19.82
8370,17.29
8371,15.68
8372,14.81
8373,17.52
8374,15.09
8375,14.83
8376,14.25
8377,13.77
8378,14.45
8379,15.03
8380,15.53
8381,17.38
8382,26.45
8383,20.85
8384,19.66
8385,19.96
8386,18.31
8387,15.95
8388,15.48
8389,14.79
8390,14.61
8391,15.09
8392,16.35
8393,23.8
8394,21.58
8395,19.42
8396,18.53
8397,17.21
8398,16.21
8399,14.03
8400,17.17
8401,15.97
8402,15.63
8403,16.25
8404,16.95
8405,20.99
8406,54.41
8407,34.35
8408,24.29
8409,22.01
8410,19.35
8411,17.97
8412,16.67
8413,15.15
8414,15.03
8415,14.62
8416,16.06
8417,26.97
8418,38.31
8419,33.96
8420,33.85
8421,27.56
8422,19.7
8423,19.83
8424,17.37
8425,15.66
8426,15.69
8427,16.06
8428,18.06
8429,20.76
8430,60.41
8431,51.49
8432,27.92
8433,22.69
8434,21.2
8435,18.92
8436,17.28
8437,17.13
8438,16.15
8439,16.16
8440,17.84
8441,25.43
8442,34.71
8443,25.85
8444,20.03
8445,18.63
8446,17.67
8447,16.88
8448,13.92
8449,13.93
8450,14.16
8451,14.4
8452,15.35
8453,21.09
8454,53.48
8455,27.93
8456,19.84
8457,18.97
8458,16.54
8459,15.3
8460,14.86
8461,14.25
8462,13.29
8463,13.61
8464,13.93
8465,18.2
8466,18.52
8467,17.48
8468,17.58
8469,16.91
8470,15.28
8471,14.06
8472,14.51
8473,14.72
8474,15.07
8475,16.51
8476,17.86
8477,17.73
8478,21.55
8479,20.13
8480,19.17
8481,18.85
8482,18.18
8483,18.17
8484,16.95
8485,17.5
8486,16.44
8487,17.2
8488,19.76
8489,31.23
8490,26.17
8491,22.08
8492,21.37
8493,20.02
8494,19.06
8495,18.33
8496,17.1
8497,15.14
8498,14.54
8499,15.09
8500,14.57
8501,15.86
8502,17.09
8503,18.93
8504,19.87
8505,23.76
8506,20.0
8507,20.24
8508,18.71
8509,16.56
8510,15.88
8511,15.7
8512,18.51
8513,33.52
8514,30.1
8515,27.1
8516,24.48
8517,20.55
8518,18.01
8519,16.9
8520,17.67
8521,15.61
8522,15.62
8523,16.57
8524,17.37
8525,19.6
8526,26.07
8527,24.58
8528,27.87
8529,27.21
8530,20.56
8531,18.94
8532,17.35
8533,16.41
8534,15.75
8535,15.86
8536,16.54
8537,23.6
8538,18.96
8539,17.74
8540,17.3
8541,16.64
8542,15.52
8543,14.4
8544,14.31
8545,14.02
8546,14.08
8547,14.88
8548,16.78
8549,19.37
8550,34.23
8551,33.52
8552,22.98
8553,22.21
8554,18.58
8555,18.01
8556,17.49
8557,16.28
8558,16.09
8559,15.82
8560,15.69
8561,19.21
8562,16.57
8563,15.2
8564,15.03
8565,14.79
8566,13.35
8567,12.63
8568,11.53
8569,9.73
8570,10.6
8571,12.03
8572,12.89
8573,13.55
8574,17.78
8575,17.28
8576,17.16
8577,18.03
8578,19.69
8579,17.74
8580,16.32
8581,16.81
8582,15.13
8583,15.02
8584,15.13
8585,17.1
8586,14.88
8587,11.98
8588,11.68
8589,11.21
8590,11.32
8591,10.44
8592,7.82
8593,6.83
8594,8.12
8595,8.95
8596,10.61
8597,12.68
8598,15.0
8599,16.36
8600,17.56
8601,17.13
8602,17.98
8603,15.91
8604,15.83
8605,14.68
8606,14.71
8607,14.49
8608,14.97
8609,19.37
8610,19.51
8611,18.63
8612,18.94
8613,17.01
8614,14.92
8615,14.22
8616,13.79
8617,13.21
8618,13.85
8619,14.15
8620,15.12
8621,15.55
8622,18.03
8623,18.32
8624,18.68
8625,23.39
8626,23.1
8627,21.78
8628,20.07
8629,17.87
8630,17.95
8631,16.59
8632,16.01
8633,21.26
8634,19.32
8635,18.0
8636,17.4
8637,16.7
8638,16.06
8639,14.7
8640,13.97
8641,12.92
8642,12.95
8643,12.55
8644,13.06
8645,13.6
8646,15.66
8647,15.5
8648,15.25
8649,15.38
8650,15.04
8651,13.71
8652,12.44
8653,12.35
8654,12.34
8655,12.29
8656,13.73
8657,17.5
8658,15.79
8659,14.81
8660,13.61
8661,14.82
8662,9.62
8663,8.57
8664,4.12
8665,3.49
8666,3.54
8667,5.52
8668,9.91
8669,12.78
8670,13.6
8671,14.52
8672,15.33
8673,15.33
8674,17.6
8675,15.35
8676,14.9
8677,14.87
8678,13.43
8679,13.53
8680,14.81
8681,19.15
8682,14.74
8683,13.07
8684,12.1
8685,12.54
8686,11.56
8687,9.33
8688,6.63
8689,5.11
8690,4.88
8691,6.07
8692,9.49
8693,11.7
8694,13.26
8695,15.57
8696,17.9
8697,19.55
8698,16.97
8699,14.94
8700,13.27
8701,14.02
8702,14.95
8703,12.99
8704,14.65
8705,19.65
8706,22.12
8707,21.76
8708,23.4
8709,19.7
8710,16.56
8711,15.57
8712,13.55
8713,13.18
8714,14.1
8715,14.71
8716,15.59
8717,17.63
8718,35.23
8719,29.83
8720,26.5
8721,24.24
8722,19.85
8723,18.48
8724,16.82
8725,15.71
8726,15.09
8727,15.06
8728,16.5
8729,27.96
8730,30.36
8731,24.58
8732,22.09
8733,19.58
8734,16.99
8735,16.48
8736,15.52
8737,15.79
8738,15.91
8739,16.37
8740,16.28
8741,19.09
8742,40.54
8743,33.34
8744,25.89
8745,20.17
8746,17.92
8747,16.6
8748,16.18
8749,15.69
8750,14.49
8751,14.87
8752,16.59
8753,22.63
8754,21.0
8755,18.74
8756,17.39
8757,15.81
8758,15.23
8759,14.45
