UnitID,AliasID,CommercialDT_grp,ID_SK,NERCID_AliasID,RatingMW_grp,RegionCode,StateName,UnitRetireDT_grp,UnitTimeZoneCode,UnitTypeCode,UnitTypeCodeDesc,RatingMW_BrochureGroup
2852,0x73B7892B1FB4DB34AF17B89B24362876,1,13103,0x3EB7A81A4A916415991F1222F16BEB36,1,RFC,Illinois,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
2856,0x9CB3F2C79E8752C2D0FA296FA4FC9214,1,13107,0x3EB7A81A4A916415991F1222F16BEB36,1,RFC,Illinois,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
3771,0xF2C452C366A889BF4087AD7C196EAFAB,1,13491,0x7720D99724A02372BFAB5C9F7BF0FA8A,3,WECC,California,Retired,PPT,100,Fossil-Steam,300-399
3776,0xE0F4C5B031B0EBBE7D4C97A863E63874,1,13496,0x7720D99724A02372BFAB5C9F7BF0FA8A,3,WECC,California,Retired,PPT,100,Fossil-Steam,300-399
4180,0x1E1B382CE61D18C31329B91898394D70,4,13526,0x9B17E5051DE7AB3DBF1638A304111C61,3,NPCC,New Hampshire,Retired,EPT,850,Combined Cycle Block,All
4511,0x73B33B1A61D17611441B231AF16C092E,1,13642,0x1521DD6F9E7C099C891D31F85A3D1153,1,RFC,Indiana,Retired,EPT,100,Fossil-Steam,<100
4521,0xD0E7846928E6269878C4CABBCFD0EA48,1,13652,0x1521DD6F9E7C099C891D31F85A3D1153,1,RFC,Indiana,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
4876,0x3044C2BA58DFB6A2FBDACFB1B705767A,4,13729,0xC333CE003CAD6A972EF5A1098482453B,2,WECC,California,,PPT,851,CC GT units ,All
4882,0x6F737F946413E530871E400BBB04E729,1,13735,0xC333CE003CAD6A972EF5A1098482453B,1,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
4913,0x4989196FAD9E90DA166672EFE068CBB1,4,13765,0xC333CE003CAD6A972EF5A1098482453B,3,WECC,California,,PPT,852,CC steam units,All
5067,0x732C659593D3325548A2D3CB49A6DB89,4,13770,0xB190FE3A07B8484F92B24698C18602D5,2,SERC,Georgia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6388,0x677E326D092E06840142CF10F89F57F1,1,14059,0x3BEFB7FA0B47F076D545DB95652622BE,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
6396,0x00AD200CEF9E5D11EA7615B98EAB371E,1,14067,0x3BEFB7FA0B47F076D545DB95652622BE,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
6451,0x1F73D6B895267F136E2558C9B8858A22,1,14122,0x3BEFB7FA0B47F076D545DB95652622BE,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
7436,0xB1B0BE71541BCE4F1BAF4C69AB77E4CA,1,14325,0x32A66FCFF6F49CE60CF3823981EFF33C,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,30+
7439,0x87E7458150213AD614819E934A1BEA47,1,14328,0x32A66FCFF6F49CE60CF3823981EFF33C,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,30+
205,0xFB10B94AF4041143BA2ADB89EBA5432B,4,18782,0xD4589B47CFE78501FAD04FBECCD782C0,3,RFC,Pennsylvania,Retired,EPT,850,Combined Cycle Block,All
345,0x9B8197F5A35E43F8CEF21DE6874A6C8F,4,18787,0xC9B5348AD4AE9156174B3756E2B8C040,2,SERC,Illinois,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
346,0xE98B38E94E5664951E63D7CF48032680,4,18788,0xC9B5348AD4AE9156174B3756E2B8C040,2,SERC,Illinois,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
2011,0x0E5DC95944D17969837908FBF1F3B30F,4,18839,0xA9E5FEFDB6FB620AAA7CE914ECA0B64F,1,TRE,Texas,,CPT,851,CC GT units ,All
3847,0x229AEA263F75CEBCF61D1EF1AB4D7DE1,4,18858,0xFF97ACAF6BA586C40BC79EB3F25D77CD,2,RFC,Pennsylvania,Retired,EPT,850,Combined Cycle Block,All
8689,0x2A5E01957DE26E2B21D2171EA8E89486,4,18907,0x49E41C4656690D9F685EDC045DC082D1,2,RFC,Ohio,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8691,0x8FBD189ED403826980CC66CB53B8727D,4,18909,0x49E41C4656690D9F685EDC045DC082D1,2,RFC,Ohio,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10104,0x7FE203BADE224BD66F94029DAB66C05E,1,18911,0xFAF3D60EF5620B503E5AA353DA94BED1,1,SERC,South Carolina,,EPT,500,Pumped Storage/Hydro,30+
10327,0x11D01CFE3D63FCF354AA9A2FAA1BB8C0,4,18929,0xA827C68B17E8906D29EB488B67C34823,2,WECC,Arizona,,PST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10790,0x65C19CCBE4059B584413FB6CC06DE807,3,18939,0x8DAACA2E5E820D699B28AE16D0B3315A,3,NPCC,New York,,EPT,850,Combined Cycle Block,All
10982,0x368634E7CE5188578C4E729CA0031F0A,1,18942,0xF5D8E8CDCE827C028A8A01A11ABC3FCA,1,SERC,North Carolina,,EPT,500,Pumped Storage/Hydro,30+
11090,0x6883B2A445FE04E1869B4DDB5E0D99C3,1,18953,0xFAF3D60EF5620B503E5AA353DA94BED1,1,SERC,South Carolina,,EPT,500,Pumped Storage/Hydro,30+
11091,0xA41A626BD42AF15E6F6CF852C5F0AE63,1,18954,0xFAF3D60EF5620B503E5AA353DA94BED1,1,SERC,South Carolina,,EPT,500,Pumped Storage/Hydro,30+
11097,0x93F30A2056538BF38133081C87F02306,1,18960,0xFAF3D60EF5620B503E5AA353DA94BED1,1,SERC,South Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
11631,0x30FB64591583DEA74F0AB158DF72B542,3,18968,0x2BB0F25FD09ADFF2700D568F471DECDD,1,WECC,Washington,,PPT,800,Miscellaneous,All
12347,0xF3F6606EFEB31F2E66A506C5B2F37D13,4,19026,0x4B8813B7C5D68D53954B7FE729079D35,2,RFC,New Jersey,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10283,0x73D6D594BD5A9BE0F19B5BC01C65D7B1,2,19112,0x3497AF128D666B905883F2CA0A4CA1D1,1,WECC,Washington,,PST,500,Pumped Storage/Hydro,30+
3756,0x27FCBC2AA21DB67A9F92B539B3C1F34A,1,19125,0x219B4D15E2AE43A8053F777C0B768FF1,1,WECC,California,Retired,PPT,851,CC GT units ,All
1737,0x7CA6A72ED804D4F5FB7EE5DC0E0AFC03,1,19240,0xD17D6389DFC46D5BF9DD3FCE2D390E73,3,SERC,Louisiana,,CPT,100,Fossil-Steam,300-399
1753,0xA23FE58A4C2EF796486FEAB73D6C88D8,4,19254,0xD17D6389DFC46D5BF9DD3FCE2D390E73,3,SERC,Louisiana,,CPT,850,Combined Cycle Block,All
82,0xB22A178C080D6010F3A8429A65E9B64B,1,19299,0x4DF3DE135A028EBF9485D8BAE654FCE0,3,SERC,Alabama,Retired,CPT,100,Fossil-Steam,600-799
6571,0x3109487C489B0ABE70B5A5A700822AEC,1,5962,0x9D6BEBB597D41C993F6E615048008A30,3,WECC,Utah,,MPT,100,Fossil-Steam,400-599
6583,0xA54B57529727C990F3981A2FA3CF3C59,4,5974,0x9D6BEBB597D41C993F6E615048008A30,2,WECC,Utah,,MPT,851,CC GT units ,All
6585,0xA5A5F08DE0F26ACE3A2A9EE834932FBD,4,5976,0x9D6BEBB597D41C993F6E615048008A30,2,WECC,Utah,,MPT,851,CC GT units ,All
6591,0x63844B4455B2A90277901DEDBA244E4C,4,5980,0xD2761EBADCCC8290C13307F1BDF1710B,2,WECC,California,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6735,0x49AFB1680124313B2664524440C930DF,4,6067,0x8196FB6089C279555F15AAE3821CA976,1,WECC,Colorado,,MPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6973,0xD71E88E65873AAF03C66F3103AD7423A,1,6284,0x6C905343540DF06A7099C189D456787D,2,SERC,North Carolina,Retired,EPT,100,Fossil-Steam,100-199
7029,0xFD2BE63F0C765220AB5781636727FAF8,3,6340,0x6C905343540DF06A7099C189D456787D,2,SERC,North Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7068,0xDC353ECA70134D250BE4318A24C52084,5,6379,0x6C905343540DF06A7099C189D456787D,3,SERC,North Carolina,,EPT,850,Combined Cycle Block,All
7157,0x1BBB5D2E51DD267AE44762B925695601,5,6468,0x59AC5223C58D966B16A1EB18BC8C2C89,1,NPCC,Connecticut,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7190,0xBE9DDDF1291C509F9706290998B9B29E,1,6498,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7215,0xACF8B70B5D104C7F76A0B71C83B0F36B,1,6520,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7263,0x06D2B468BB055EE4BDDA65088459604E,4,6562,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7278,0x6340F611738E97480AD1FB8FB6957EF5,4,6575,0x08FC585CDCE69194A64B91544F9EB44A,3,RFC,New Jersey,,EPT,850,Combined Cycle Block,All
7325,0x0929BE6EEB6E6087C99099B1E9E2832A,1,6622,0x59214CDC259F403026C96F9A082A937B,1,WECC,Colorado,,MPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7333,0xCD5D29241BF14366858F1233F5A7DD85,1,6629,0x59214CDC259F403026C96F9A082A937B,2,WECC,Colorado,,MPT,500,Pumped Storage/Hydro,30+
7470,0xDB1235EF54B9AA15DC04C8D912D37D54,4,6761,0x1C37A80FC0308721B6F49F80A9B443DA,3,TRE,Texas,,CPT,852,CC steam units,All
7612,0x8A310933F060666D1303D2622A44450C,3,6855,0x242979CDCF87144A149611B6006AB5B5,1,WECC,California,,PPT,860,Co-generator Block ,All
7631,0x96851B50D2FBFF191E635F0AEED01036,1,6874,0x608255282014AE66DCDCCE77F1697F5C,2,WECC,Washington,,PPT,500,Pumped Storage/Hydro,30+
7648,0x1B93F2848F66EF04E50E1B4336351B50,4,6891,0x75AA3A7B000E98B7D2DE282EE8265E57,3,WECC,Nevada,,PPT,852,CC steam units,All
7712,0x531E3FA2B59F323C650BBD4E72897593,1,6952,0x708E3D75D00F9889120E79778E8A0C84,1,SERC,South Carolina,,EPT,500,Pumped Storage/Hydro,30+
7736,0xB9F69DFDE12AD78E7C0359F87FECA7D5,4,6976,0x400948B5B034A811521BA5B2B7228575,1,SERC,Mississippi,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7811,0xFE5BB30BBD80382DA208209ADD09608D,1,7006,0xB089D62A84F397F9C2E15D5C76E079A2,1,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
8117,0x6F8CBD084D1C8CDCDB8C58E16CBB0992,4,7278,0x02B65552867A10CA8802D64885C20796,2,TRE,Texas,,CPT,851,CC GT units ,All
8129,0x4199CBCEB1A4B7CA127C500311A7BB23,4,7288,0xD1BEA54C331183F11FF7895B475E71B1,3,TRE,Oklahoma,,CPT,852,CC steam units,All
8131,0xA146E5DAD824E4323BC568063CCDC63F,4,7290,0x34A0A1A5F7C3D0C05B5E5AB7F37ABC30,2,SERC,Georgia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8132,0xC34D83FBF21BFBBFB288F01AB53B4F13,4,7291,0x34A0A1A5F7C3D0C05B5E5AB7F37ABC30,2,SERC,Georgia,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
9797,0x3B7E3836262C180F3102B7AA3A698A5E,1,8868,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,2,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9800,0x8E0D9210A076B743758B8CB69A9C5C45,1,8871,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,2,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9836,0x51C003A4A4E989D14552C5FCE9B85B64,5,8906,0x33280810555931EC191A1AF3B01245EA,3,TRE,Texas,Retired,CPT,852,CC steam units,All
9876,0x9045F2EF6B1D02B7D82E813502BDF56A,4,8940,0x481B10770BC26632727245A8D4E0BE9A,1,SERC,North Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
3749,0xD344EABC533EF9BC38F7771075FB71F3,1,19118,0x219B4D15E2AE43A8053F777C0B768FF1,3,WECC,California,Retired,PPT,852,CC steam units,All
3753,0x6244D929F66BEBC2EE88AC0D411A7EE9,1,19122,0x219B4D15E2AE43A8053F777C0B768FF1,1,WECC,California,Retired,PPT,851,CC GT units ,All
304,0x2039F7DD4225F85F39B25F1974CD9FEE,3,19139,0x0C4CBDEFD4B1D0EFCF8B0B9495621A14,1,MRO,Iowa,Retired,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
1747,0xE700DFE64C76D6F5157523209405D9DC,5,19248,0xD17D6389DFC46D5BF9DD3FCE2D390E73,1,SERC,Louisiana,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9838,0xF75BB22E3CD7E9725D4E07DECBD0AD0F,2,19265,0x56C616985D105818303F0ACD69651B23,3,SERC,Missouri,,CPT,100,Fossil-Steam,200-299
10519,0x17EED372C2F86E05E2CEA1428635CAFB,4,19266,0x9C47B5318CABD61689A2DF7D05D934BC,1,SERC,Mississippi,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6568,0x2E4135CB84E4121BD31551F21170AEAB,1,5959,0x9D6BEBB597D41C993F6E615048008A30,2,WECC,Wyoming,,MPT,100,Fossil-Steam,100-199
6600,0x35CBF7A0EE3D51EC284E2790EEA67E78,3,5989,0xFEFD9D9A44B76DAC9EEABBDD5E30C780,1,RFC,Pennsylvania,,EPT,100,Fossil-Steam,<100
6782,0xF334AC5C2EC85D55496B6C64E525FD9B,3,6099,0x554F06A194304E92779F795272F12759,2,SERC,Alabama,,CST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6840,0x788237A0919FEDF236027B99666FE599,4,6151,0x7D94CBA2304905BAF802C139B4C150E1,1,NPCC,Connecticut,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6843,0xC7D12F97D85FF6FFFC8ABF7B4C270155,4,6154,0x7D94CBA2304905BAF802C139B4C150E1,1,NPCC,Connecticut,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
6988,0x994A8B651B401714D2C13AE060E2F08F,1,6299,0x6C905343540DF06A7099C189D456787D,1,SERC,North Carolina,Retired,EPT,100,Fossil-Steam,<100
6993,0xCCE10BDE457A0CD81006E6569B9F0E15,1,6304,0x6C905343540DF06A7099C189D456787D,3,SERC,North Carolina,,EPT,200,Nuclear,<1000
7037,0x3147DB866045D2E753AB4E71D5F5F9D3,4,6348,0x6C905343540DF06A7099C189D456787D,2,SERC,North Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7199,0x9C9147329545E04E1FFD964D29D54781,1,6506,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7203,0x52A22AB8D568C796C2CFE926E5B0CF0E,1,6510,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7213,0x3EBAB79475FFFF4B0DA833887D475421,3,6518,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7228,0xB3BC138614839213C98633619383805F,1,6531,0x08FC585CDCE69194A64B91544F9EB44A,2,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7319,0x41E4A5E933B6D0B5BF7DF41DF094DCFA,4,6616,0x59214CDC259F403026C96F9A082A937B,2,WECC,Colorado,,MPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7329,0x263E8F8A30043CC6E2DAE83D7BA61E1C,4,6625,0x59214CDC259F403026C96F9A082A937B,2,WECC,Colorado,,MPT,851,CC GT units ,All
7346,0x85D978C87EB196EE217DA33B8C19DAD2,4,6642,0x59214CDC259F403026C96F9A082A937B,2,WECC,Colorado,,MPT,851,CC GT units ,All
7654,0x964842445CE74542F2C4F81B4041F145,4,6894,0x75AA3A7B000E98B7D2DE282EE8265E57,2,WECC,Nevada,,PPT,851,CC GT units ,All
7730,0xD65CBBB6BC57CC43A00D0066745D7D09,4,6970,0x400948B5B034A811521BA5B2B7228575,1,SERC,Mississippi,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7735,0x789E931A2EDB04A854A3027032D27F32,4,6975,0x400948B5B034A811521BA5B2B7228575,1,SERC,Mississippi,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
7791,0xF3A9EA6649EB58A25B9B6E63126547A4,4,6992,0xB089D62A84F397F9C2E15D5C76E079A2,1,WECC,California,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7820,0x0B13CE3EB506CA32193B0577BA4D645E,1,7015,0xB089D62A84F397F9C2E15D5C76E079A2,1,WECC,California,,PPT,500,Pumped Storage/Hydro,30+
7879,0xF92ADC69A41D0921196FEB2E162B5823,4,7071,0xB089D62A84F397F9C2E15D5C76E079A2,3,WECC,California,,PPT,850,Combined Cycle Block,All
8002,0x064213D93EB70951FC556137C0C5D65A,1,7191,0x50D67D47DFFF6E652F5089101875D7B6,1,RFC,Pennsylvania,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
8003,0x0D8794125DAC2072395048D46125AD2F,1,7192,0x50D67D47DFFF6E652F5089101875D7B6,1,RFC,Pennsylvania,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
8124,0x2C12D0ECA8E5743872929E790FA22E62,4,7283,0xB429127AA4CAAFCE134B3963CE71F367,3,TRE,Texas,,CPT,852,CC steam units,All
9787,0x668F33CEEEF95C45510AF69328F3D8E1,4,8858,0x75E035CFD7C8E24F6478C039622A32DA,1,WECC,Arizona,,MST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
9804,0x2213C1476C99A03B08D7F8B4DB816864,1,8875,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9808,0x6B43C46FC78CA22A11B3C9DC5F25B961,1,8879,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9811,0x2ABC9CA759BE51415EA906DD8384ABA9,1,8882,0xFEB3DA4A73D3F376D1B80E9670CE7E7D,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
9844,0x56433A12D674403148C5576D3AE16DEB,1,8914,0x9D6BEBB597D41C993F6E615048008A30,1,WECC,Oregon,,PPT,500,Pumped Storage/Hydro,30+
9861,0xECA9E18CEA16451CEECDB14883693CE8,3,8925,0x9742F2FD8F5EC5E4B195DEEED2AF7649,1,WECC,Washington,,PPT,100,Fossil-Steam,<100
9880,0x39EC8A904820F38C65F2643B331C8F9C,1,8944,0x9742F2FD8F5EC5E4B195DEEED2AF7649,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,30+
9891,0x6AE9D3CD32368A68C5EE874C2E5B35C4,2,8954,0x9742F2FD8F5EC5E4B195DEEED2AF7649,1,WECC,Washington,,PPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10026,0x2C8FAF9BD53BC18FAE1E5EB9AD40145E,4,9079,0x7DDDAEFE93C5454711A3E350B737C0A4,2,TRE,Texas,Retired,CPT,860,Co-generator Block ,All
10045,0x848B6DB071CF097E61E21AE1DDD6B7FD,1,9096,0x6EA76F658D23AD893B83165364666838,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
10047,0xF801F2281990634553980B3FA6F0BB07,2,9098,0x6EA76F658D23AD893B83165364666838,1,WECC,California,,PST,500,Pumped Storage/Hydro,30+
10060,0x7C16C832A5BAFA786149E6604E9564DE,5,9109,0x9CD60AD28DAE5D947A1EE560A551EEBF,3,SERC,Oklahoma,,CPT,852,CC steam units,All
10074,0x06E893B28F574C1F07675EB7C51CD97D,4,9120,0x9CD60AD28DAE5D947A1EE560A551EEBF,3,SERC,Arkansas,,CPT,851,CC GT units ,All
10255,0x8212669ED55574DAE0F88AC0407A76BE,4,9278,0x353911EC0C1B27869BAA6E615994F110,3,SERC,Georgia,,CPT,852,CC steam units,All
10304,0x4E9D5CB0FC4E2686345DBF9DA60B0A59,4,9325,0xC050A151D8C9B2B9E714A0D34CC76000,1,RFC,Illinois,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10503,0xA9285BEF39233572EB7E83A867509753,3,9495,0x14E3D473C9F41B445C4C279B19C448CB,1,NPCC,Connecticut,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
10741,0xCAC8DA94D9FEB508C81A26318F7BA461,1,9710,0xF12594AB610C03207D09767B41668CF1,1,WECC,Oregon,,PPT,851,CC GT units ,All
10742,0x54C2B2E2A1F5E594F214851B33C09286,1,9711,0xF12594AB610C03207D09767B41668CF1,1,WECC,Oregon,,PPT,851,CC GT units ,All
10862,0xDBB8ED4DA8C1DC1B503B58292BDA1A50,5,9805,0x6C905343540DF06A7099C189D456787D,3,SERC,North Carolina,Retired,EPT,800,Miscellaneous,All
11047,0xC66BD3B27DBDA71F565539619F0F766C,1,9969,0x18D56B7D1A9353FFF17812F170185BF3,1,NPCC,Connecticut,,EPT,810,Multi-boiler/Multi-turbine,All
3825,0x25F46AC834E8DEB4FE77ACE2BF546897,1,18168,0x6901FA1F94FA174D6A37DA6669498A16,3,RFC,Maryland,Retired,EPT,100,Fossil-Steam,600-799
3838,0x1D68FFA03DB2CBD33A912E3771590524,1,18180,0x6901FA1F94FA174D6A37DA6669498A16,1,RFC,Maryland,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
12379,0x8569DAFF90702E930F3F80D785A0B910,5,18269,0xEE6BBD89E8FC3AEC316BFA5B4F42B45E,3,NPCC,New York,,EPT,852,CC steam units,All
10389,0xD8F435C57EB841F841F3B5738059FD88,4,18281,0xB20C3BC2945083398231118742119A07,1,SERC,Louisiana,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
2017,0xFD5DBDC9489632BD118CEED48BC236BD,4,18313,0x96577BA6A0055CEF0F09E5880D2129A9,1,TRE,Texas,,CPT,851,CC GT units ,All
1570,0x09DE02DDA58B4BCC5DB1FE91078178E7,4,18716,0x246276BAAF64D8F8F6650E1DC60EC30D,1,WECC,Utah,,MPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
168,0x44403210DC68024F5AC251B1239CFAD0,1,18749,0x396460EBE8CCC4671276C7FE8C3F4DF8,2,RFC,West Virginia,Retired,EPT,100,Fossil-Steam,100-199
175,0x1B2ECC56F76C814F5D8B8C3AF7D2085A,1,18756,0x396460EBE8CCC4671276C7FE8C3F4DF8,3,RFC,West Virginia,,EPT,100,Fossil-Steam,600-799
197,0x7C14C9BE7D7C1957A26B388AB247C446,4,18778,0x4CA07481112709B05D6F5F2815983AB5,1,RFC,Pennsylvania,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10318,0x551532CD3A3969AC1223D342FBCBFCF7,4,18920,0xA827C68B17E8906D29EB488B67C34823,2,WECC,Arizona,,PST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
10328,0x0CD9B1982BCF6A96B7D0356C6934AD83,4,18930,0xA827C68B17E8906D29EB488B67C34823,2,WECC,Arizona,,PST,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
11096,0x3490E06108A23158F23001BBEBA50B20,3,18959,0xFAF3D60EF5620B503E5AA353DA94BED1,1,SERC,South Carolina,,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
12365,0xEE15D2D89E98814745F0E528345A2C69,4,18977,0xFF97ACAF6BA586C40BC79EB3F25D77CD,2,RFC,Pennsylvania,,EPT,851,CC GT units ,All
9931,0xAB8090947930AEFCA6E70DB75941F196,4,19016,0x7D914A58C8B70625ABDB3D60B2A00D72,1,MRO,Wisconsin,,CPT,861,CoG GT units,All
12303,0x18BEDA667EF5CD8A2286D303F7CB0628,5,19028,0x8B364412F4DF135C6201A24955EC7136,3,RFC,Indiana,,EPT,851,CC GT units ,All
12305,0x09DEE2AA5CFDC0CED5D1AB1C9A66E87C,5,19030,0x8B364412F4DF135C6201A24955EC7136,3,RFC,Indiana,,EPT,852,CC steam units,All
4930,0xC8B21CD8526950E0734114576F152512,4,19184,0x84802770C432055A6FBCC5E21F203D34,2,SERC,Louisiana,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
4931,0x95A89F493256CB8B183956450B8BCA2C,4,19185,0x84802770C432055A6FBCC5E21F203D34,2,SERC,Louisiana,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
4943,0x0CCB2874F2E834490AD9C9CAC88687BC,4,19197,0x84802770C432055A6FBCC5E21F203D34,1,SERC,Louisiana,,CPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),50+
8152,0x42F473E5FE1A6E96B6138321513D1AEA,4,19234,0xFEF904B596D048A2998BCC5E82558F08,2,WECC,California,,PPT,851,CC GT units ,All
1756,0x15CE193CBF6E2E8118670B76F17A829C,4,19257,0xD17D6389DFC46D5BF9DD3FCE2D390E73,3,SERC,Louisiana,,CPT,850,Combined Cycle Block,All
9128,0xD421D15C50C498AE548705291819FFE6,2,19264,0x9AC056AEAACD1E7F3B5EE3A8D9583BA5,1,SERC,Missouri,,CPT,500,Pumped Storage/Hydro,30+
6558,0xEE7FB1FB76F27EA8DCC98B38094BFB54,2,5949,0x9D6BEBB597D41C993F6E615048008A30,3,WECC,Utah,,MPT,100,Fossil-Steam,400-599
6731,0x053B47233EBAF450BAE8DA48554EF4BB,2,6063,0x8196FB6089C279555F15AAE3821CA976,3,WECC,Colorado,,MPT,100,Fossil-Steam,200-299
7059,0xBC5BA874486EDE120B0AD6A216B929A6,2,6370,0x6C905343540DF06A7099C189D456787D,3,SERC,North Carolina,,EPT,810,Multi-boiler/Multi-turbine,All
7223,0xA4E87F4CFC98536907A2645D2026F0B1,1,6527,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,300,Gas Turbine/Jet Engine (Simple Cycle Operation),<50
7290,0xE80EE903CE806E326A4254D00405E10C,3,6587,0x08FC585CDCE69194A64B91544F9EB44A,1,RFC,New Jersey,Retired,EPT,800,Miscellaneous,All
7315,0x60458AA8BBCC3EB7D24A94F8BD684824,1,6612,0x59214CDC259F403026C96F9A082A937B,1,WECC,Colorado,Retired,MPT,100,Fossil-Steam,<100
7619,0x4767E3D32D6001F68EA32D76937E3861,1,6862,0x608255282014AE66DCDCCE77F1697F5C,1,WECC,Washington,,PPT,500,Pumped Storage/Hydro,30+
7647,0x006117343D7CF47D2D0B0DA6600F4D9D,2,6890,0x75AA3A7B000E98B7D2DE282EE8265E57,3,WECC,Nevada,,PPT,100,Fossil-Steam,200-299
