Line,Time,Value
line_4003_4085,12,-14.295994710220894
line_4003_4085,13,-14.735279321243041
line_4003_4085,14,-15.184781602135443
line_4003_4085,15,-15.509371229722234
line_4003_4085,16,-9.926920178467109
line_4003_4085,17,-11.204319202145683
line_4003_4085,18,-13.121011282840165
line_4003_4085,19,-13.17560881749118
line_4003_4085,20,-13.200635931706632
line_4003_4085,21,-13.20039064738444
line_4003_4085,22,-13.172373329497283
line_4003_4085,23,-13.05238695960212
line_4003_4085,24,-12.228145620164813
line_4079_4040,1,-268.11362420195974
line_4079_4040,2,-270.9973966604367
line_4079_4040,3,-270.73120776175745
line_4079_4040,4,-270.2969902108782
line_4079_4040,5,-270.58639276181464
line_4079_4040,6,-274.83353699105817
line_4079_4040,7,-274.6264924658851
line_4079_4040,8,-270.7319922450499
line_4079_4040,9,-266.42367513558713
line_4079_4040,10,-263.37068257480274
line_4079_4040,11,-248.17064770233247
line_4079_4040,12,-244.45114232314862
line_4079_4040,13,-239.23904459516493
line_4079_4040,14,-234.13367892827543
line_4079_4040,15,-230.29136112727372
line_4079_4040,16,-260.668716183795
line_4079_4040,17,-263.43712794821766
line_4079_4040,18,-275.1930076606986
line_4079_4040,19,-282.93972345021825
line_4079_4040,20,-281.075580018741
line_4079_4040,21,-278.1226015052393
line_4079_4040,22,-272.22221384903577
line_4079_4040,23,-261.2600745560041
line_4079_4040,24,-250.28403571128118
line_4088_4042,1,-159.85739259732392
line_4088_4042,2,-159.68634520883867
line_4088_4042,3,-160.1952209530208
line_4088_4042,4,-161.5060260304415
line_4088_4042,5,-163.56309047041074
line_4088_4042,6,-167.66772481169107
line_4088_4042,7,-172.29767421425237
line_4088_4042,8,-174.38662398239572
line_4088_4042,9,-176.18294310886847
line_4088_4042,10,-179.06602742453404
line_4088_4042,11,-179.14166909368063
line_4088_4042,12,-181.6160940570084
line_4088_4042,13,-181.06807849084944
line_4088_4042,14,-179.72616625391586
line_4088_4042,15,-178.6615424980532
line_4088_4042,16,-170.06448298786478
line_4088_4042,17,-175.42820632621834
line_4088_4042,18,-187.3805295209386
line_4088_4042,19,-194.32139924370708
line_4088_4042,20,-194.08925904905507
line_4088_4042,21,-192.38167890950507
line_4088_4042,22,-187.77484227797805
line_4088_4042,23,-179.69907749087395
line_4088_4042,24,-171.53682041055282
line_5003_5181,1,-13.309050790921857
line_5003_5181,2,-13.389018481917871
line_5003_5181,3,-13.345813918781879
line_5003_5181,4,-13.240405460662352
line_5003_5181,5,-13.080852950992174
line_5003_5181,6,-12.86942639465008
line_5003_5181,7,-3.859998025423765
line_5003_5181,8,-4.231946927668273
line_5003_5181,9,3.4714879014554754
line_5003_5181,10,12.409762559901537
line_5003_5181,11,15.61858753405113
line_5003_5181,12,5.19962446393167
line_5003_5181,13,-0.18661422245031195
line_5003_5181,14,0.444602458246209
line_5003_5181,15,0.6124469431488251
line_5003_5181,16,-0.7431989484177094
line_5003_5181,17,1.01228762668552
line_5003_5181,18,1.1941644430648264
line_5003_5181,19,0.49195085212593975
line_5003_5181,20,0.26775941548041354
line_5003_5181,21,0.3786224387827417
line_5003_5181,22,0.982657759651488
line_5003_5181,23,0.909499548376099
line_5003_5181,24,0.7570512587673848
line_5161_5181,1,-20.87053645751577
line_5161_5181,2,-20.97754864221198
line_5161_5181,3,-20.970407811028625
line_5161_5181,4,-20.961454750516026
line_5161_5181,5,-21.053292555863564
line_5161_5181,6,-21.287426156494384
line_5161_5181,7,-12.07592072932357
line_5161_5181,8,-12.607138718062288
line_5161_5181,9,-4.559646738371867
line_5161_5181,10,4.69323309489003
line_5161_5181,11,5.236205425603418
line_5161_5181,12,-3.0488848409881633
line_5161_5181,13,-0.3196526616553683
line_5161_5181,14,0.5582034775103345
line_5161_5181,15,0.921397477902563
line_5161_5181,16,-0.06018220312239464
line_5161_5181,17,-0.5228970438649058
line_5161_5181,18,0.1974962597355443
line_5161_5181,19,0.02594851145723962
line_5161_5181,20,0.04462434138929326
line_5161_5181,21,0.24990266566197977
line_5161_5181,22,0.7645061412833579
line_5161_5181,23,0.4688339773683765
line_5161_5181,24,0.2985204771282146
line_5480_5048,1,-116.29791890430319
line_5480_5048,2,-113.26862191005996
line_5480_5048,3,-114.9378712820461
line_5480_5048,4,-119.01562383847181
line_5480_5048,5,-125.25496737150141
line_5480_5048,6,-133.59705350821164
line_5480_5048,7,-135.61227479214875
line_5480_5048,8,-136.98666234482755
line_5480_5048,9,-136.93194593582757
line_5480_5048,10,-137.33120009775257
line_5480_5048,11,-108.57164205781136
line_5480_5048,12,-100.67765139136438
line_5480_5048,13,-189.36626584959475
line_5480_5048,14,-191.22271544929615
line_5480_5048,15,-191.7647775900016
line_5480_5048,16,-191.74861328877412
line_5480_5048,17,-171.15981095584402
line_5480_5048,18,-193.4859762386139
line_5480_5048,19,-229.76374618291348
line_5480_5048,20,-237.5114135586781
line_5480_5048,21,-230.6151512809107
line_5480_5048,22,-201.05280221623946
line_5480_5048,23,-187.44442767035207
line_5480_5048,24,-175.3468044713427
line_7039_7101,1,108.59030856958111
line_7039_7101,2,109.77733366952373
line_7039_7101,3,110.06483360006177
line_7039_7101,4,110.91948607085595
line_7039_7101,5,114.13254829727245
line_7039_7101,6,120.46951477485368
line_7039_7101,7,127.85851591305482
line_7039_7101,8,131.4674223811267
line_7039_7101,9,134.93170742871098
line_7039_7101,10,140.22703168078993
line_7039_7101,11,142.54977659646534
line_7039_7101,12,142.18666976155407
line_7039_7101,13,140.16106030846356
line_7039_7101,14,136.62077497813527
line_7039_7101,15,134.27497804310713
line_7039_7101,16,134.62511544991423
line_7039_7101,17,140.45929160494742
line_7039_7101,18,155.67861474933375
line_7039_7101,19,161.34499409861166
line_7039_7101,20,160.69962169104593
line_7039_7101,21,159.02349519832484
line_7039_7101,22,154.88510906623674
line_7039_7101,23,143.49239583813164
line_7039_7101,24,131.84900249209787
line_7246_7410,1,-68.67747548836127
line_7246_7410,2,-68.91137742854481
line_7246_7410,3,-68.97906134552578
line_7246_7410,4,-69.17455734256757
line_7246_7410,5,-69.86361261736785
line_7246_7410,6,-71.22501205984031
line_7246_7410,7,-72.80155777503732
line_7246_7410,8,-73.60623935158019
line_7246_7410,9,-74.3229586839931
line_7246_7410,10,-75.36958939164793
line_7246_7410,11,-75.10347367266523
line_7246_7410,12,-74.63798777099979
line_7246_7410,13,-75.67632872041857
line_7246_7410,14,-75.0972473048787
line_7246_7410,15,-74.57357304376939
line_7246_7410,16,-74.57529436028953
line_7246_7410,17,-75.60598540975283
line_7246_7410,18,-78.76207815375345
line_7246_7410,19,-80.19004941991793
line_7246_7410,20,-80.01963950121582
line_7246_7410,21,-79.62329732729084
line_7246_7410,22,-78.67104232897914
line_7246_7410,23,-76.37485396606374
line_7246_7410,24,-73.83627914002646
line_7343_7012,1,20.346460097446368
line_7343_7012,2,20.22730177593814
line_7343_7012,3,20.195442861986212
line_7343_7012,4,20.102236794976925
line_7343_7012,5,19.765925959909048
line_7343_7012,6,19.100484711770424
line_7343_7012,7,18.325642995357587
line_7343_7012,8,17.938590626811244
line_7343_7012,9,17.579435558412552
line_7343_7012,10,17.064789944001962
line_7343_7012,11,17.00975522255608
line_7343_7012,12,17.150980894545448
line_7343_7012,13,17.23379841873964
line_7343_7012,14,17.618725538856253
line_7343_7012,15,17.830552096248393
line_7343_7012,16,17.777716011775503
line_7343_7012,17,17.13933553251344
line_7343_7012,18,15.588014805758743
line_7343_7012,19,16.844200961269845
line_7343_7012,20,16.713350771770397
line_7343_7012,21,16.352133707720466
line_7343_7012,22,15.636795345428368
line_7343_7012,23,16.758597512176603
line_7343_7012,24,17.97160803259657
line_1001_5016,1,69.72915298804486
line_1001_5016,2,69.72915298804486
line_1001_5016,3,69.72915298804486
line_1001_5016,4,69.72915298804486
line_1001_5016,5,69.72915298804486
line_1001_5016,6,69.72915298804486
line_1001_5016,7,69.72915298804486
line_1001_5016,8,67.14026128044685
line_1001_5016,9,62.58478728351852
line_1001_5016,10,58.23510648288741
line_1001_5016,11,39.6079821691968
line_1001_5016,12,22.895078771035983
line_1001_5016,13,69.72915298804486
line_1001_5016,14,69.72915298804486
line_1001_5016,15,69.72915298804486
line_1001_5016,16,69.72915298804486
line_1001_5016,17,69.72915298804486
line_1001_5016,18,69.72915298804486
line_1001_5016,19,69.72915298804486
line_1001_5016,20,69.72915298804486
line_1001_5016,21,69.72915298804486
line_1001_5016,22,69.72915298804486
line_1001_5016,23,69.72915298804486
line_1001_5016,24,69.72915298804486
line_1001_5444,1,77.80421813890128
line_1001_5444,2,77.80421813890128
line_1001_5444,3,77.80421813890128
line_1001_5444,4,77.80421813890128
line_1001_5444,5,77.80421813890128
line_1001_5444,6,77.80421813890128
line_1001_5444,7,77.80421813890128
line_1001_5444,8,74.91551683500786
line_1001_5444,9,69.83249090690185
line_1001_5444,10,64.97909029403455
line_1001_5444,11,46.35514750527214
line_1001_5444,12,27.467286338828412
line_1001_5444,13,71.73142941922411
line_1001_5444,14,71.69899735595831
line_1001_5444,15,71.69644683190846
line_1001_5444,16,71.75449278657658
line_1001_5444,17,74.26454523505218
line_1001_5444,18,73.38771586993587
line_1001_5444,19,71.68940920840342
line_1001_5444,20,71.27250716183049
line_1001_5444,21,71.57447619088403
line_1001_5444,22,72.96953346313097
line_1001_5444,23,73.49938435461782
line_1001_5444,24,73.95948282852898
line_1001_5008,1,52.97172235546567
line_1001_5008,2,52.63013936640822
line_1001_5008,3,52.7550836070358
line_1001_5008,4,53.049972114220814
line_1001_5008,5,53.372406462921305
line_1001_5008,6,53.66730817698937
line_1001_5008,7,54.11840171539095
line_1001_5008,8,51.28271492812758
line_1001_5008,9,46.92208444352502
line_1001_5008,10,42.78578989766507
line_1001_5008,11,26.57214576137949
line_1001_5008,12,11.073081376084462
line_1001_5008,13,50.9352336747431
line_1001_5008,14,52.60959596254528
line_1001_5008,15,53.87390579513122
line_1001_5008,16,55.31476146650504
line_1001_5008,17,59.501266176184295
line_1001_5008,18,59.845297427778334
line_1001_5008,19,60.47554131359303
line_1001_5008,20,61.38979831987544
line_1001_5008,21,61.71327459701904
line_1001_5008,22,61.399757191883985
line_1001_5008,23,62.34024920491524
line_1001_5008,24,63.47962552446034
line_1001_1081,1,0.0
line_1001_1081,2,0.0
line_1001_1081,3,0.0
line_1001_1081,4,0.0
line_1001_1081,5,0.0
line_1001_1081,6,0.0
line_1001_1081,7,0.0
line_1001_1081,8,-42.310264039760504
line_1001_1081,9,-116.76038764695011
line_1001_1081,10,-187.84723250154985
line_1001_1081,11,-207.7885678434508
line_1001_1081,12,-204.58109249865933
line_1001_1081,13,0.0
line_1001_1081,14,0.0
line_1001_1081,15,0.0
line_1001_1081,16,0.0
line_1001_1081,17,0.0
line_1001_1081,18,0.0
line_1001_1081,19,0.0
line_1001_1081,20,0.0
line_1001_1081,21,0.0
line_1001_1081,22,0.0
line_1001_1081,23,0.0
line_1001_1081,24,0.0
line_1001_6349,1,60.22419849713344
line_1001_6349,2,60.22419849713344
line_1001_6349,3,60.22419849713344
line_1001_6349,4,60.22419849713344
line_1001_6349,5,60.22419849713344
line_1001_6349,6,60.22419849713344
line_1001_6349,7,60.22419849713344
line_1001_6349,8,57.98820506533746
line_1001_6349,9,54.053699073466625
line_1001_6349,10,50.29693409481714
line_1001_6349,11,49.243083549147414
line_1001_6349,12,41.56083644793868
line_1001_6349,13,52.945844314879466
line_1001_6349,14,51.04126018420506
line_1001_6349,15,49.960678430271855
line_1001_6349,16,49.17315756944002
line_1001_6349,17,52.43813984985769
line_1001_6349,18,38.55846229702611
line_1001_6349,19,36.47323042398982
line_1001_6349,20,36.60011640778235
line_1001_6349,21,35.7714125181633
line_1001_6349,22,33.68254576074565
line_1001_6349,23,41.47785007071255
line_1001_6349,24,48.675209959083666
line_1001_5262,1,103.0982189994416
line_1001_5262,2,100.04244891340542
line_1001_5262,3,101.09715547230556
line_1001_5262,4,103.57091078183396
line_1001_5262,5,106.07568951275002
line_1001_5262,6,108.07064904570949
line_1001_5262,7,113.31881919616687
line_1001_5262,8,105.4140878639822
line_1001_5262,9,100.37662684536951
line_1001_5262,10,95.96465319442754
line_1001_5262,11,52.48224575926993
line_1001_5262,12,17.062083261456184
line_1001_5262,13,105.43228080861999
line_1001_5262,14,107.76234848661399
line_1001_5262,15,109.52296963469692
line_1001_5262,16,111.79348835390772
line_1001_5262,17,120.41900808108795
line_1001_5262,18,121.99747582856823
line_1001_5262,19,123.15912047826042
line_1001_5262,20,124.32575006273636
line_1001_5262,21,124.69478404429465
line_1001_5262,22,124.1548786945782
line_1001_5262,23,124.79211544451732
line_1001_5262,24,125.66371492134414
line_1081_5016,1,76.44022905693109
line_1081_5016,2,76.44022905693109
line_1081_5016,3,76.44022905693109
line_1081_5016,4,76.44022905693109
line_1081_5016,5,76.44022905693109
line_1081_5016,6,76.44022905693109
line_1081_5016,7,76.44022905693109
line_1081_5016,8,76.44022905693109
line_1081_5016,9,76.44022905693109
line_1081_5016,10,76.44022905693109
line_1081_5016,11,57.35795027984523
line_1081_5016,12,38.82136612656991
line_1081_5016,13,76.44022905693109
line_1081_5016,14,76.44022905693109
line_1081_5016,15,76.44022905693109
line_1081_5016,16,76.44022905693109
line_1081_5016,17,76.44022905693109
line_1081_5016,18,76.44022905693109
line_1081_5016,19,76.44022905693109
line_1081_5016,20,76.44022905693109
line_1081_5016,21,76.44022905693109
line_1081_5016,22,76.44022905693109
line_1081_5016,23,76.44022905693109
line_1081_5016,24,76.44022905693109
line_1081_4147,1,-84.92961625673844
line_1081_4147,2,-84.92961625673844
line_1081_4147,3,-84.92961625673844
line_1081_4147,4,-84.92961625673844
line_1081_4147,5,-84.92961625673844
line_1081_4147,6,-84.92961625673844
line_1081_4147,7,-84.92961625673844
line_1081_4147,8,-84.92961625673844
line_1081_4147,9,-84.92961625673844
line_1081_4147,10,-84.92961625673844
line_1081_4147,11,-50.45323399172914
line_1081_4147,12,-46.39108377521653
line_1081_4147,13,-35.13562950913116
line_1081_4147,14,-32.94857900363131
line_1081_4147,15,-31.844892692869024
line_1081_4147,16,-23.795075091238406
line_1081_4147,17,-31.84607195638646
line_1081_4147,18,-13.02924350548674
line_1081_4147,19,-15.940012674957131
line_1081_4147,20,-18.272126209447016
line_1081_4147,21,-16.445677113683605
line_1081_4147,22,-9.131514073697542
line_1081_4147,23,-21.47776561082233
line_1081_4147,24,-27.63694096080998
line_1081_5444,1,78.41548628033486
line_1081_5444,2,78.41548628033486
line_1081_5444,3,78.41548628033486
line_1081_5444,4,78.41548628033486
line_1081_5444,5,78.41548628033486
line_1081_5444,6,78.41548628033486
line_1081_5444,7,78.41548628033486
line_1081_5444,8,78.41548628033486
line_1081_5444,9,78.41548628033486
line_1081_5444,10,78.41548628033486
line_1081_5444,11,61.01740070549769
line_1081_5444,12,41.760438795122695
line_1081_5444,13,72.29498675059122
line_1081_5444,14,72.26229988511147
line_1081_5444,15,72.25972932289233
line_1081_5444,16,72.31823131508227
line_1081_5444,17,74.84800396808896
line_1081_5444,18,73.96428580093607
line_1081_5444,19,72.25263640836138
line_1081_5444,20,71.83245897460168
line_1081_5444,21,72.13680042062148
line_1081_5444,22,73.54281794780573
line_1081_5444,23,74.07683160806559
line_1081_5444,24,74.54054484150716
line_1081_3006,1,0.0
line_1081_3006,2,0.0
line_1081_3006,3,0.0
line_1081_3006,4,0.0
line_1081_3006,5,0.0
line_1081_3006,6,0.0
line_1081_3006,7,0.0
line_1081_3006,8,0.0
line_1081_3006,9,0.0
line_1081_3006,10,0.0
line_1081_3006,11,25.926223728696147
line_1081_3006,12,51.1110370069042
line_1081_3006,13,-0.054666244047834385
line_1081_3006,14,-15.611651069241834
line_1081_3006,15,-27.00854566168836
line_1081_3006,16,-39.195693150844534
line_1081_3006,17,-60.75382478951162
line_1081_3006,18,-76.86851763722248
line_1081_3006,19,-86.14811830527583
line_1081_3006,20,-94.34463022453234
line_1081_3006,21,-97.52251019071153
line_1081_3006,22,-95.13051023719188
line_1081_3006,23,-95.43669836850088
line_1081_3006,24,-98.11004879440193
line_1081_5008,1,91.45651110327516
line_1081_5008,2,90.86676270465246
line_1081_5008,3,91.08248089960874
line_1081_5008,4,91.59161054146965
line_1081_5008,5,92.14829851159304
line_1081_5008,6,92.6574509553451
line_1081_5008,7,93.43627103838102
line_1081_5008,8,93.43486089726592
line_1081_5008,9,94.51854765442646
line_1081_5008,10,95.60049014202635
line_1081_5008,11,69.91419067758184
line_1081_5008,12,42.78377197821753
line_1081_5008,13,87.9404813923594
line_1081_5008,14,90.83129419504118
line_1081_5008,15,93.01414498977176
line_1081_5008,16,95.5018049496073
line_1081_5008,17,102.72987112226005
line_1081_5008,18,103.32384648462688
line_1081_5008,19,104.41197245783938
line_1081_5008,20,105.99045154683746
line_1081_5008,21,106.54893842279188
line_1081_5008,22,106.00764569586501
line_1081_5008,23,107.63141993630103
line_1081_5008,24,109.59857105742242
line_1081_6349,1,74.59853321173323
line_1081_6349,2,74.59853321173323
line_1081_6349,3,74.59853321173323
line_1081_6349,4,74.59853321173323
line_1081_6349,5,74.59853321173323
line_1081_6349,6,74.59853321173323
line_1081_6349,7,74.59853321173323
line_1081_6349,8,74.59853321173323
line_1081_6349,9,74.59853321173323
line_1081_6349,10,74.59853321173323
line_1081_6349,11,74.59853321173323
line_1081_6349,12,64.87271921014933
line_1081_6349,13,65.58297867151839
line_1081_6349,14,63.223807672614726
line_1081_6349,15,61.88531225266131
line_1081_6349,16,60.90982561178069
line_1081_6349,17,64.95409511074382
line_1081_6349,18,47.761610814878296
line_1081_6349,19,45.1786750014234
line_1081_6349,20,45.33584618032254
line_1081_6349,21,44.30934692960388
line_1081_6349,22,41.72190865617426
line_1081_6349,23,51.37779917815956
line_1081_6349,24,60.293027675472075
line_1081_5262,1,101.94403866996741
line_1081_5262,2,98.92247780460379
line_1081_5262,3,99.96537696687318
line_1081_5262,4,102.41143868726009
line_1081_5262,5,104.88817652310574
line_1081_5262,6,106.86080256598764
line_1081_5262,7,112.05021966705021
line_1081_5262,8,109.87982862680352
line_1081_5262,9,114.83332559227405
line_1081_5262,10,119.95651444445129
line_1081_5262,11,79.62184631071864
line_1081_5262,12,44.170208182247706
line_1081_5262,13,104.25197075300625
line_1081_5262,14,106.55595341899536
line_1081_5262,15,108.29686448559973
line_1081_5262,16,110.54196484095469
line_1081_5262,17,119.0709222288703
line_1081_5262,18,120.63171909471428
line_1081_5262,19,121.78035918023917
line_1081_5262,20,122.93392839440752
line_1081_5262,21,123.29883105569127
line_1081_5262,22,122.76496992420155
line_1081_5262,23,123.39507283488393
line_1081_5262,24,124.2569147913472
line_2001_5016,1,-4.388529333690776
line_2001_5016,2,-4.298538346546481
line_2001_5016,3,-4.366815729237413
line_2001_5016,4,-4.536666821912387
line_2001_5016,5,-4.834603915926933
line_2001_5016,6,-5.273126154453872
line_2001_5016,7,-5.161920921361289
line_2001_5016,8,-5.290908215964027
line_2001_5016,9,-5.070136907021475
line_2001_5016,10,-4.859744252701366
line_2001_5016,11,-6.358664258384589
line_2001_5016,12,-3.2185375566068215
line_2001_5016,13,2.6811274137538006
line_2001_5016,14,2.607632371504223
line_2001_5016,15,2.633607354922353
line_2001_5016,16,2.9941295717069654
line_2001_5016,17,0.9717354210345952
line_2001_5016,18,1.185473788785753
line_2001_5016,19,1.4844155105245633
line_2001_5016,20,1.6558820212104384
line_2001_5016,21,1.6769527884537563
line_2001_5016,22,1.5031031617094563
line_2001_5016,23,1.4621256348798433
line_2001_5016,24,1.4565955409984432
line_2001_5465,1,1.0576533366667784
line_2001_5465,2,1.0105263949378547
line_2001_5465,3,1.0143883545263017
line_2001_5465,4,1.0202109402294877
line_2001_5465,5,0.98412937623538
line_2001_5465,6,0.8883199973453436
line_2001_5465,7,0.8667444672860953
line_2001_5465,8,0.7894076424298343
line_2001_5465,9,0.8256532991850402
line_2001_5465,10,0.836724892513385
line_2001_5465,11,0.5429263778364274
line_2001_5465,12,4.089380219057527
line_2001_5465,13,4.9671350089049575
line_2001_5465,14,4.826180680142296
line_2001_5465,15,4.830119944328656
line_2001_5465,16,5.348034798044148
line_2001_5465,17,5.112301930752993
line_2001_5465,18,5.018301278590101
line_2001_5465,19,5.006173713416218
line_2001_5465,20,5.0654287635754605
line_2001_5465,21,5.099041675961566
line_2001_5465,22,5.114811949580737
line_2001_5465,23,5.2337557762811135
line_2001_5465,24,5.365073804798478
line_2001_5449,1,0.029783468759374203
line_2001_5449,2,-0.009290728940566153
line_2001_5449,3,-0.003299779001383011
line_2001_5449,4,0.00879748482615097
line_2001_5449,5,-0.004316923463455609
line_2001_5449,6,-0.05529754662045307
line_2001_5449,7,-0.0767921451844264
line_2001_5449,8,-0.13629470475521044
line_2001_5449,9,-0.11952290450033708
line_2001_5449,10,-0.12096351920823813
line_2001_5449,11,-0.20432063415215299
line_2001_5449,12,1.8224655461915873
line_2001_5449,13,2.011685086607655
line_2001_5449,14,1.933188645707923
line_2001_5449,15,1.9396969604778629
line_2001_5449,16,2.237292188787025
line_2001_5449,17,2.172732531564777
line_2001_5449,18,2.0493346270351855
line_2001_5449,19,2.0156630660872277
line_2001_5449,20,2.052989955264986
line_2001_5449,21,2.072555667804488
line_2001_5449,22,2.0804298437285844
line_2001_5449,23,2.1998853990535334
line_2001_5449,24,2.318044217762087
line_2001_5444,1,-9.092558072460152
line_2001_5444,2,-8.906106481416698
line_2001_5444,3,-9.047569832792021
line_2001_5444,4,-9.399482924032357
line_2001_5444,5,-10.016776354993425
line_2001_5444,6,-10.925346998297785
line_2001_5444,7,-10.694941784393135
line_2001_5444,8,-10.962189506262332
line_2001_5444,9,-10.504775234952206
line_2001_5444,10,-10.068864413361373
line_2001_5444,11,-9.18548836723634
line_2001_5444,12,-3.121718013699051
line_2001_5444,13,-5.6582591804763345
line_2001_5444,14,-5.870418019443607
line_2001_5444,15,-5.821310147706003
line_2001_5444,16,-4.967166587486583
line_2001_5444,17,-4.522594197235113
line_2001_5444,18,-5.6987967424541806
line_2001_5444,19,-8.215306151766013
line_2001_5444,20,-8.629846161500764
line_2001_5444,21,-8.02861092088294
line_2001_5444,22,-5.812867267878574
line_2001_5444,23,-4.919410745571072
line_2001_5444,24,-4.081307216660806
line_2001_5323,1,1.3300530850565753
line_2001_5323,2,1.2774665154166096
line_2001_5323,3,1.286264902556228
line_2001_5323,4,1.304463062821413
line_2001_5323,5,1.2912450358295697
line_2001_5323,6,1.2301417599459405
line_2001_5323,7,1.1791262793220294
line_2001_5323,8,1.1042728468638476
line_2001_5323,9,1.1055805279374502
line_2001_5323,10,1.0803309219175625
line_2001_5323,11,0.9490518630746214
line_2001_5323,12,4.38442203865124
line_2001_5323,13,4.7713637136532
line_2001_5323,14,4.619017754080639
line_2001_5323,15,4.615021503200515
line_2001_5323,16,5.114818469010924
line_2001_5323,17,4.99611786768664
line_2001_5323,18,4.85340788101329
line_2001_5323,19,4.852110112816641
line_2001_5323,20,4.912651743289749
line_2001_5323,21,4.929607944630096
line_2001_5323,22,4.900639962748573
line_2001_5323,23,5.0481320588932315
line_2001_5323,24,5.193797794189796
line_2001_5351,1,2.6126051717403542
line_2001_5351,2,2.5253959863005804
line_2001_5351,3,2.5361896561622634
line_2001_5351,4,2.556475461600524
line_2001_5351,5,2.5116962205936226
line_2001_5351,6,2.371605379917428
line_2001_5351,7,1.8669477350272932
line_2001_5351,8,1.7396349004931861
line_2001_5351,9,1.3945476679005167
line_2001_5351,10,0.9431738403625479
line_2001_5351,11,0.9377449376298395
line_2001_5351,12,7.862354638218627
line_2001_5351,13,7.7067972960239866
line_2001_5351,14,7.353709812702633
line_2001_5351,15,7.3205021247592486
line_2001_5351,16,8.302829083610082
line_2001_5351,17,8.269486435665886
line_2001_5351,18,7.67103348769017
line_2001_5351,19,7.463569264088747
line_2001_5351,20,7.535402290748168
line_2001_5351,21,7.589163485384479
line_2001_5351,22,7.656394565795843
line_2001_5351,23,8.111410035140372
line_2001_5351,24,8.553222925585116
line_2001_5305,1,1.6908778242858928
line_2001_5305,2,1.6353546319690488
line_2001_5305,3,1.6390177025684047
line_2001_5305,4,1.6435675091390374
line_2001_5305,5,1.5957214452770139
line_2001_5305,6,1.4737890382573395
line_2001_5305,7,1.2357017905218757
line_2001_5305,8,1.1380155050807301
line_2001_5305,9,1.0014212568796634
line_2001_5305,10,0.8048549946215995
line_2001_5305,11,0.6297124287844663
line_2001_5305,12,5.401986211651212
line_2001_5305,13,5.715224866348642
line_2001_5305,14,5.497738047288037
line_2001_5305,15,5.490705058792923
line_2001_5305,16,6.187187998329687
line_2001_5305,17,6.095636582519038
line_2001_5305,18,5.7469235929001625
