SNYDER,MONAHANS,MONAHANS_2,ODESSA,ODESSA_3,ODESSA_4,SILVER,PALOPINTO,SAVOY,PARIS,GREENVILLE,MOUNTPLEASANT,WICHITAFALLS,DENTON,SHERMAN,PARIS_5,SILVER_6,CHRISTINE,FANNIN,SANTAROSA,BISHOP,CORPUSCHRISTI,GREGORY,CORPUSCHRISTI_7,GREGORY_8,MISSION,MISSION_9,CORPUSCHRISTI_10,CORPUSCHRISTI_11,SANTAROSA_12,LAREDO,LAREDO_13,PEARSALL,BROWNSVILLE,ALEDO,DALLAS,DALLAS_14,GRAHAM,ARLINGTON,IRVING,POOLVILLE,GRANBURY,TEMPLE,MCKINNEY,MIDLOTHIAN,MCKINNEY_15,GRANBURY_16,DALLAS_17,RIESEL,BRIDGEPORT,ENNIS,PALOPINTO_18,LEWSIVILLE,BASTROP,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_19,SEGUIN,ELMENDORF,NURSERY,VICTORIA,POINTCOMFORT,CEDARCREEK,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_20,NURSERY_21,VICTORIA_22,BAYTOWN,FREEPORT,ALVIN,HOUSTON_24,LAPORTE,PASADENA_25,HOUSTON_26,HOUSTON_27,WILLIS,SHIRO,HOUSTON_28,BAYTOWN_29,WHARTON,NEWGULF,THOMPSONS,CHANNELVIEW_30,LAPORTE_31,FREEPORT_32,SHIRO_33,FAIRFIELD,TRINIDAD,FAIRFIELD_34,JEWETT,MTENTERPRISE,FRANKLIN,FRANKLIN_35,BREMOND,JACKSONVILLE,BRYAN
2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,1.902428571,2.63,2.63,2.63,2.63,1.902428571,1.902428571,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,2.63,1.902428571,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,1.902428571,1.902428571,1.902428571,2.63,1.902428571,1.902428571,1.902428571,1.902428571,2.63
2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,2.59,1.902428571,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,1.902428571,1.902428571,1.902428571,2.59,1.902428571,1.902428571,1.902428571,1.902428571,2.59
2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,1.902428571,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,2.573333333,1.902428571,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,2.573333333,1.902428571,1.902428571,1.902428571,2.573333333,1.902428571,1.902428571,1.902428571,1.902428571,2.573333333
2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,2.556666667,1.902428571,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,2.556666667,1.902428571,1.902428571,1.902428571,2.556666667,1.902428571,1.902428571,1.902428571,1.902428571,2.556666667
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,1.902428571,1.902428571,1.902428571,1.902428571,2.54
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,2.54,1.902428571,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.902428571,1.902428571,1.902428571,2.54,1.902428571,1.902428571,1.902428571,1.902428571,2.54
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,1.902428571,1.902428571,1.902428571,1.902428571,2.62
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,2.663333333,1.902428571,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,2.663333333,1.902428571,1.902428571,1.902428571,2.663333333,1.902428571,1.902428571,1.902428571,1.902428571,2.663333333
2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,2.686666667,1.902428571,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,2.686666667,1.902428571,1.902428571,1.902428571,2.686666667,1.902428571,1.902428571,1.902428571,1.902428571,2.686666667
2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,1.902428571,2.71,2.71,2.71,2.71,1.902428571,1.902428571,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,2.71,1.902428571,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,2.71,1.902428571,1.902428571,1.902428571,2.71,1.902428571,1.902428571,1.902428571,1.902428571,2.71
2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,1.902428571,1.902428571,1.902428571,1.902428571,2.7
2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,2.69,1.902428571,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,1.902428571,1.902428571,1.902428571,2.69,1.902428571,1.902428571,1.902428571,1.902428571,2.69
2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,2.62,1.902428571,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,1.902428571,1.902428571,1.902428571,2.62,1.902428571,1.902428571,1.902428571,1.902428571,2.62
2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,1.902428571,2.61,2.61,2.61,2.61,1.902428571,1.902428571,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,2.61,1.902428571,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,1.902428571,1.902428571,1.902428571,2.61,1.902428571,1.902428571,1.902428571,1.902428571,2.61
2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,2.64,1.902428571,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.902428571,1.902428571,1.902428571,2.64,1.902428571,1.902428571,1.902428571,1.902428571,2.64
2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,1.902428571,2.67,2.67,2.67,2.67,1.902428571,1.902428571,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,2.67,1.902428571,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,1.902428571,1.902428571,1.902428571,2.67,1.902428571,1.902428571,1.902428571,1.902428571,2.67
2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,2.7,1.902428571,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.902428571,1.902428571,1.902428571,2.7,1.902428571,1.902428571,1.902428571,1.902428571,2.7
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,1.902428571,1.902428571,1.902428571,1.902428571,2.73
2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,2.73,1.902428571,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,2.73,1.902428571,1.902428571,1.902428571,2.73,1.902428571,1.902428571,1.902428571,1.902428571,2.73
2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,1.902428571,2.56,2.56,2.56,2.56,1.902428571,1.902428571,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,2.56,1.902428571,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,2.56,1.902428571,1.902428571,1.902428571,2.56,1.902428571,1.902428571,1.902428571,1.902428571,2.56
2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,1.902428571,2.6,2.6,2.6,2.6,1.902428571,1.902428571,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,2.6,1.902428571,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.902428571,1.902428571,1.902428571,2.6,1.902428571,1.902428571,1.902428571,1.902428571,2.6
2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,1.902428571,2.6125,2.6125,2.6125,2.6125,1.902428571,1.902428571,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,2.6125,1.902428571,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,2.6125,1.902428571,1.902428571,1.902428571,2.6125,1.902428571,1.902428571,1.902428571,1.902428571,2.6125
2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,1.902428571,2.625,2.625,2.625,2.625,1.902428571,1.902428571,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,2.625,1.902428571,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,1.902428571,1.902428571,1.902428571,2.625,1.902428571,1.902428571,1.902428571,1.902428571,2.625
2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,1.902428571,2.6375,2.6375,2.6375,2.6375,1.902428571,1.902428571,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,2.6375,1.902428571,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,2.6375,1.902428571,1.902428571,1.902428571,2.6375,1.902428571,1.902428571,1.902428571,1.902428571,2.6375
2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,1.902428571,2.65,2.65,2.65,2.65,1.902428571,1.902428571,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,2.65,1.902428571,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,1.902428571,1.902428571,1.902428571,2.65,1.902428571,1.902428571,1.902428571,1.902428571,2.65
